sweep_id,direction,side,swept_swing_level,swing_index,swing_time,swing_confirm_time,breach_time,breach_index,breach_extreme,breach_distance_atr,rejection_close_time,rejection_index,rejection_close_price,bars_breach_to_rejection,frozen_atr,session,year,segment_id
450,bearish,buy_side,1327.886500,40291,2017-09-14 13:00:00,2017-09-14 15:30:00,2017-09-14 18:00:00,40311,1330.527000,2.190702,2017-09-14 18:45:00,40314,1327.598000,3,1.205321,off_session,2017,441
451,bearish,buy_side,1309.863500,40547,2017-09-19 08:00:00,2017-09-19 10:30:00,2017-09-19 13:30:00,40569,1310.683500,0.643299,2017-09-19 14:15:00,40572,1308.950000,3,1.274679,ny_overlap,2017,444
452,bullish,sell_side,1306.813500,40562,2017-09-19 11:45:00,2017-09-19 14:15:00,2017-09-19 16:45:00,40582,1305.722000,0.744761,2017-09-19 17:15:00,40584,1307.180000,2,1.465571,off_session,2017,444
453,bearish,buy_side,1310.895000,40572,2017-09-19 14:15:00,2017-09-19 16:45:00,2017-09-19 19:45:00,40594,1311.453500,0.508553,2017-09-19 20:30:00,40597,1310.875000,3,1.098214,off_session,2017,444
454,bullish,sell_side,1311.713000,40636,2017-09-20 07:15:00,2017-09-20 09:45:00,2017-09-20 13:00:00,40659,1310.990000,0.769763,2017-09-20 13:15:00,40660,1311.915000,1,0.939250,ny_overlap,2017,445
455,bearish,buy_side,1314.920000,40667,2017-09-20 15:00:00,2017-09-20 17:30:00,2017-09-20 18:00:00,40679,1315.235000,0.251318,2017-09-20 18:15:00,40680,1306.700000,1,1.253393,off_session,2017,445
456,bearish,buy_side,1294.165500,40888,2017-09-25 01:15:00,2017-09-25 03:45:00,2017-09-25 04:15:00,40900,1294.769000,0.591066,2017-09-25 04:30:00,40901,1294.025000,1,1.021036,asian,2017,448
457,bearish,buy_side,1310.336000,40951,2017-09-25 17:00:00,2017-09-25 19:30:00,2017-09-25 19:45:00,40962,1311.523000,0.743285,2017-09-25 20:15:00,40964,1310.100000,2,1.596964,off_session,2017,448
458,bullish,sell_side,1298.629000,41027,2017-09-26 13:00:00,2017-09-26 15:30:00,2017-09-26 16:45:00,41042,1293.590000,2.546327,2017-09-26 17:30:00,41045,1298.747000,3,1.978929,off_session,2017,449
459,bullish,sell_side,1293.590000,41042,2017-09-26 16:45:00,2017-09-26 19:15:00,2017-09-26 20:45:00,41058,1292.325000,0.876776,2017-09-26 21:00:00,41059,1293.825000,1,1.442786,off_session,2017,449
460,bullish,sell_side,1282.582500,41119,2017-09-27 13:00:00,2017-09-27 15:30:00,2017-09-27 20:15:00,41148,1281.820500,0.569021,2017-09-27 20:30:00,41149,1283.145000,1,1.339143,off_session,2017,450
461,bearish,buy_side,1284.947000,41162,2017-09-28 00:45:00,2017-09-28 03:15:00,2017-09-28 09:45:00,41198,1285.425000,0.310397,2017-09-28 10:00:00,41199,1284.661500,1,1.539964,london,2017,451
462,bearish,buy_side,1286.329000,41209,2017-09-28 12:30:00,2017-09-28 15:00:00,2017-09-28 17:00:00,41227,1287.945000,1.115857,2017-09-28 17:30:00,41229,1286.095000,2,1.448214,off_session,2017,451
463,bullish,sell_side,1283.910000,41263,2017-09-29 03:00:00,2017-09-29 05:30:00,2017-09-29 06:15:00,41276,1283.695000,0.313183,2017-09-29 06:30:00,41277,1285.518000,1,0.686500,asian,2017,452
464,bearish,buy_side,1289.400000,41283,2017-09-29 08:00:00,2017-09-29 10:30:00,2017-09-29 11:15:00,41296,1289.988500,0.562908,2017-09-29 11:30:00,41297,1288.035000,1,1.045464,london,2017,452
465,bullish,sell_side,1283.695000,41276,2017-09-29 06:15:00,2017-09-29 08:45:00,2017-09-29 14:00:00,41307,1281.725000,1.050087,2017-09-29 14:15:00,41308,1283.993500,1,1.876036,ny_overlap,2017,452
466,bullish,sell_side,1272.064500,41391,2017-10-02 12:00:00,2017-10-02 14:30:00,2017-10-02 20:00:00,41423,1271.218000,0.763915,2017-10-02 20:30:00,41425,1272.166000,2,1.108107,off_session,2017,453
467,bearish,buy_side,1272.454000,41462,2017-10-03 06:45:00,2017-10-03 09:15:00,2017-10-03 14:15:00,41492,1274.115500,1.475156,2017-10-03 14:30:00,41493,1272.021500,1,1.126321,ny_overlap,2017,454
468,bearish,buy_side,1276.255000,41536,2017-10-04 02:15:00,2017-10-04 04:45:00,2017-10-04 05:15:00,41548,1276.540500,0.555911,2017-10-04 05:30:00,41549,1276.245000,1,0.513571,asian,2017,455
469,bullish,sell_side,1275.023500,41561,2017-10-04 08:30:00,2017-10-04 11:00:00,2017-10-04 13:45:00,41582,1274.493500,0.305080,2017-10-04 14:00:00,41583,1275.415000,1,1.737250,ny_overlap,2017,455
470,bullish,sell_side,1273.371000,41645,2017-10-05 06:30:00,2017-10-05 09:00:00,2017-10-05 15:15:00,41680,1272.807000,0.353787,2017-10-05 15:30:00,41681,1274.105000,1,1.594179,ny_overlap,2017,456
471,bearish,buy_side,1269.720500,41719,2017-10-06 02:00:00,2017-10-06 04:30:00,2017-10-06 10:45:00,41754,1270.125000,0.534497,2017-10-06 11:00:00,41755,1269.466500,1,0.756786,london,2017,457
472,bearish,buy_side,1285.045000,41814,2017-10-09 02:45:00,2017-10-09 05:15:00,2017-10-09 06:15:00,41828,1285.546500,0.537164,2017-10-09 06:30:00,41829,1282.215000,1,0.933607,asian,2017,458
473,bearish,buy_side,1288.265000,41903,2017-10-10 02:00:00,2017-10-10 04:30:00,2017-10-10 06:30:00,41921,1288.824000,0.707691,2017-10-10 06:45:00,41922,1287.806500,1,0.789893,asian,2017,459
474,bearish,buy_side,1290.558000,42023,2017-10-11 09:00:00,2017-10-11 11:30:00,2017-10-11 12:00:00,42035,1291.020000,0.583728,2017-10-11 12:15:00,42036,1289.809000,1,0.791464,ny_overlap,2017,460
475,bearish,buy_side,1305.921000,42293,2017-10-16 07:30:00,2017-10-16 10:00:00,2017-10-16 11:45:00,42310,1306.105000,0.267636,2017-10-16 12:15:00,42312,1304.781500,2,0.687500,ny_overlap,2017,463
476,bullish,sell_side,1292.455000,42362,2017-10-17 01:45:00,2017-10-17 04:15:00,2017-10-17 04:45:00,42374,1292.195000,0.364729,2017-10-17 05:00:00,42375,1292.810000,1,0.712857,asian,2017,464
477,bullish,sell_side,1288.045000,42382,2017-10-17 06:45:00,2017-10-17 09:15:00,2017-10-17 10:15:00,42396,1287.530000,0.470611,2017-10-17 10:30:00,42397,1289.180000,1,1.094321,london,2017,464
478,bearish,buy_side,1290.125000,42601,2017-10-19 15:30:00,2017-10-19 18:00:00,2017-10-19 20:30:00,42621,1290.569000,0.378252,2017-10-19 20:45:00,42622,1289.288000,1,1.173821,off_session,2017,466
479,bullish,sell_side,1282.725000,42642,2017-10-20 02:45:00,2017-10-20 05:15:00,2017-10-20 06:15:00,42656,1282.260500,0.549611,2017-10-20 06:30:00,42657,1283.208500,1,0.845143,asian,2017,467
480,bullish,sell_side,1279.266500,42664,2017-10-20 08:15:00,2017-10-20 10:45:00,2017-10-20 15:45:00,42694,1278.633000,0.424567,2017-10-20 16:00:00,42695,1279.655000,1,1.492107,ny_overlap,2017,467
481,bullish,sell_side,1277.296500,42849,2017-10-24 08:30:00,2017-10-24 11:00:00,2017-10-24 12:00:00,42863,1276.335000,1.059838,2017-10-24 12:45:00,42866,1278.090000,3,0.907214,ny_overlap,2017,469
482,bearish,buy_side,1279.638000,42861,2017-10-24 11:30:00,2017-10-24 14:00:00,2017-10-24 19:00:00,42891,1280.780000,1.288575,2017-10-24 19:15:00,42892,1278.661000,1,0.886250,off_session,2017,469
483,bullish,sell_side,1271.710000,42922,2017-10-25 03:45:00,2017-10-25 06:15:00,2017-10-25 09:00:00,42943,1271.376500,0.324902,2017-10-25 09:15:00,42944,1271.746500,1,1.026464,london,2017,470
484,bullish,sell_side,1271.374000,42945,2017-10-25 09:30:00,2017-10-25 12:00:00,2017-10-25 12:45:00,42958,1271.101000,0.273910,2017-10-25 13:00:00,42959,1272.488000,1,0.996679,ny_overlap,2017,470
485,bearish,buy_side,1279.389000,42960,2017-10-25 13:15:00,2017-10-25 15:45:00,2017-10-25 16:30:00,42973,1280.020000,0.281930,2017-10-25 16:45:00,42974,1278.213500,1,2.238143,ny_overlap,2017,470
486,bearish,buy_side,1281.145000,43006,2017-10-26 01:45:00,2017-10-26 04:15:00,2017-10-26 05:30:00,43021,1282.599000,1.961930,2017-10-26 06:15:00,43024,1280.644000,3,0.741107,asian,2017,471
487,bearish,buy_side,1279.296500,43041,2017-10-26 10:30:00,2017-10-26 13:00:00,2017-10-26 13:15:00,43052,1280.050000,0.468168,2017-10-26 13:30:00,43053,1275.665000,1,1.609464,ny_overlap,2017,471
488,bullish,sell_side,1272.650000,43048,2017-10-26 12:15:00,2017-10-26 14:45:00,2017-10-26 15:15:00,43060,1271.978500,0.334091,2017-10-26 15:45:00,43062,1273.163000,2,2.009929,ny_overlap,2017,471
489,bullish,sell_side,1265.505000,43096,2017-10-27 01:15:00,2017-10-27 03:45:00,2017-10-27 06:45:00,43118,1264.983000,0.670366,2017-10-27 07:00:00,43119,1265.978500,1,0.778679,london,2017,472
490,bearish,buy_side,1268.690000,43107,2017-10-27 04:00:00,2017-10-27 06:30:00,2017-10-27 08:45:00,43126,1269.137000,0.391015,2017-10-27 09:00:00,43127,1267.114000,1,1.143179,london,2017,472
491,bullish,sell_side,1264.860500,43121,2017-10-27 07:30:00,2017-10-27 10:00:00,2017-10-27 12:45:00,43142,1263.780000,1.059796,2017-10-27 13:00:00,43143,1265.521500,1,1.019536,ny_overlap,2017,472
492,bearish,buy_side,1273.085000,43148,2017-10-27 14:15:00,2017-10-27 16:45:00,2017-10-27 19:00:00,43167,1273.330000,0.256938,2017-10-27 19:15:00,43168,1272.670000,1,0.953536,off_session,2017,472
493,bullish,sell_side,1275.493500,43495,2017-11-02 09:00:00,2017-11-02 11:30:00,2017-11-02 12:00:00,43507,1273.413500,2.419207,2017-11-02 12:30:00,43509,1275.560000,2,0.859786,ny_overlap,2017,476
494,bearish,buy_side,1281.360500,43467,2017-11-02 02:00:00,2017-11-02 04:30:00,2017-11-02 14:15:00,43516,1284.165000,1.647145,2017-11-02 14:45:00,43518,1279.016000,2,1.702643,ny_overlap,2017,476
495,bullish,sell_side,1274.611000,43583,2017-11-03 08:00:00,2017-11-03 10:30:00,2017-11-03 11:30:00,43597,1273.571000,1.508496,2017-11-03 12:15:00,43600,1274.670000,3,0.689429,ny_overlap,2017,477
496,bearish,buy_side,1277.848500,43574,2017-11-03 05:45:00,2017-11-03 08:15:00,2017-11-03 12:45:00,43602,1280.441500,2.374930,2017-11-03 13:00:00,43603,1276.713500,1,1.091821,ny_overlap,2017,477
497,bearish,buy_side,1270.754000,43657,2017-11-06 04:30:00,2017-11-06 07:00:00,2017-11-06 09:00:00,43675,1271.315000,0.591973,2017-11-06 09:30:00,43677,1270.321000,2,0.947679,london,2017,478
498,bearish,buy_side,1273.220000,43688,2017-11-06 12:15:00,2017-11-06 14:45:00,2017-11-06 15:45:00,43702,1274.365000,0.956358,2017-11-06 16:00:00,43703,1273.056500,1,1.197250,ny_overlap,2017,478
499,bullish,sell_side,1278.591500,43739,2017-11-07 02:00:00,2017-11-07 04:30:00,2017-11-07 05:00:00,43751,1278.096500,0.764732,2017-11-07 05:15:00,43752,1279.454000,1,0.647286,asian,2017,479
500,bullish,sell_side,1275.305000,43766,2017-11-07 08:45:00,2017-11-07 11:15:00,2017-11-07 15:15:00,43792,1274.883000,0.295548,2017-11-07 16:00:00,43795,1275.840000,3,1.427857,ny_overlap,2017,479
501,bearish,buy_side,1279.280000,43843,2017-11-08 05:00:00,2017-11-08 07:30:00,2017-11-08 08:30:00,43857,1279.610000,0.344750,2017-11-08 09:00:00,43859,1278.925000,2,0.957214,london,2017,480
502,bearish,buy_side,1288.240500,43962,2017-11-09 11:45:00,2017-11-09 14:15:00,2017-11-09 20:15:00,43996,1288.840000,0.482828,2017-11-09 20:30:00,43997,1287.108500,1,1.241643,off_session,2017,481
503,bearish,buy_side,1285.310000,44047,2017-11-10 10:00:00,2017-11-10 12:30:00,2017-11-10 13:00:00,44059,1285.630000,0.367318,2017-11-10 13:30:00,44061,1284.166000,2,0.871179,ny_overlap,2017,482
504,bearish,buy_side,1277.770000,44124,2017-11-13 06:15:00,2017-11-13 08:45:00,2017-11-13 09:45:00,44138,1278.760000,1.315677,2017-11-13 10:00:00,44139,1277.667000,1,0.752464,london,2017,483
505,bearish,buy_side,1279.545000,44145,2017-11-13 11:30:00,2017-11-13 14:00:00,2017-11-13 16:15:00,44164,1279.827000,0.259899,2017-11-13 16:30:00,44165,1278.955000,1,1.085036,ny_overlap,2017,483
506,bearish,buy_side,1282.456500,44252,2017-11-14 15:15:00,2017-11-14 17:45:00,2017-11-14 18:30:00,44265,1283.336500,0.430408,2017-11-14 19:15:00,44268,1282.080000,3,2.044571,off_session,2017,484
507,bearish,buy_side,1283.359000,44290,2017-11-15 01:45:00,2017-11-15 04:15:00,2017-11-15 07:30:00,44313,1283.730500,0.487213,2017-11-15 07:45:00,44314,1282.425000,1,0.762500,london,2017,485
508,bearish,buy_side,1279.456000,44414,2017-11-16 09:45:00,2017-11-16 12:15:00,2017-11-16 13:45:00,44430,1281.405000,2.061032,2017-11-16 14:30:00,44433,1278.915000,3,0.945643,ny_overlap,2017,486
509,bearish,buy_side,1284.095000,44477,2017-11-17 02:30:00,2017-11-17 05:00:00,2017-11-17 11:00:00,44511,1284.325000,0.255819,2017-11-17 11:15:00,44512,1283.396500,1,0.899071,london,2017,487
510,bearish,buy_side,1292.610000,44594,2017-11-20 08:45:00,2017-11-20 11:15:00,2017-11-20 13:00:00,44611,1292.878000,0.339994,2017-11-20 13:30:00,44613,1292.177000,2,0.788250,ny_overlap,2017,488
511,bearish,buy_side,1286.210000,44778,2017-11-22 08:45:00,2017-11-22 11:15:00,2017-11-22 13:45:00,44798,1286.900000,0.655471,2017-11-22 14:00:00,44799,1285.464000,1,1.052679,ny_overlap,2017,490
512,bullish,sell_side,1288.695000,44861,2017-11-23 06:30:00,2017-11-23 09:00:00,2017-11-23 09:45:00,44874,1287.125000,1.520108,2017-11-23 10:15:00,44876,1289.015000,2,1.032821,london,2017,491
513,bullish,sell_side,1293.105000,45099,2017-11-28 04:15:00,2017-11-28 06:45:00,2017-11-28 07:15:00,45111,1292.692000,0.626232,2017-11-28 07:30:00,45112,1293.928500,1,0.659500,london,2017,494
514,bearish,buy_side,1294.880000,45105,2017-11-28 05:45:00,2017-11-28 08:15:00,2017-11-28 11:45:00,45129,1295.175000,0.340408,2017-11-28 12:00:00,45130,1294.595000,1,0.866607,ny_overlap,2017,494
515,bullish,sell_side,1292.494000,45115,2017-11-28 08:15:00,2017-11-28 10:45:00,2017-11-28 14:45:00,45141,1290.715000,1.429818,2017-11-28 15:00:00,45142,1292.855000,1,1.244214,ny_overlap,2017,494
516,bearish,buy_side,1296.125000,45190,2017-11-29 04:00:00,2017-11-29 06:30:00,2017-11-29 07:30:00,45204,1296.635000,0.842279,2017-11-29 07:45:00,45205,1295.750000,1,0.605500,london,2017,495
517,bullish,sell_side,1283.135000,45275,2017-11-30 02:15:00,2017-11-30 04:45:00,2017-11-30 06:15:00,45291,1281.725000,2.579886,2017-11-30 06:45:00,45293,1283.591500,2,0.546536,asian,2017,496
518,bullish,sell_side,1274.010000,45464,2017-12-04 03:30:00,2017-12-04 06:00:00,2017-12-04 06:30:00,45476,1273.850000,0.378858,2017-12-04 06:45:00,45477,1274.563500,1,0.422321,asian,2017,498
519,bearish,buy_side,1275.762000,45493,2017-12-04 10:45:00,2017-12-04 13:15:00,2017-12-04 14:30:00,45508,1277.230000,1.132342,2017-12-04 14:45:00,45509,1275.185000,1,1.296429,ny_overlap,2017,498
520,bearish,buy_side,1276.435000,45566,2017-12-05 06:00:00,2017-12-05 08:30:00,2017-12-05 11:15:00,45587,1276.705000,0.390657,2017-12-05 11:45:00,45589,1275.939000,2,0.691143,london,2017,499
521,bearish,buy_side,1249.568500,45830,2017-12-08 03:00:00,2017-12-08 05:30:00,2017-12-08 07:45:00,45849,1249.725000,0.358622,2017-12-08 08:00:00,45850,1249.410000,1,0.436393,london,2017,502
522,bullish,sell_side,1245.365000,45858,2017-12-08 10:00:00,2017-12-08 12:30:00,2017-12-08 13:45:00,45873,1243.739000,1.287848,2017-12-08 14:00:00,45874,1248.468500,1,1.262571,ny_overlap,2017,502
523,bearish,buy_side,1249.725000,45849,2017-12-08 07:45:00,2017-12-08 10:15:00,2017-12-08 13:45:00,45873,1250.685000,0.760353,2017-12-08 14:00:00,45874,1248.468500,1,1.262571,ny_overlap,2017,502
524,bullish,sell_side,1242.510000,46101,2017-12-13 01:45:00,2017-12-13 04:15:00,2017-12-13 07:30:00,46124,1242.176000,0.658824,2017-12-13 07:45:00,46125,1242.695000,1,0.506964,london,2017,505
525,bearish,buy_side,1245.315000,46109,2017-12-13 03:45:00,2017-12-13 06:15:00,2017-12-13 13:45:00,46149,1247.466500,1.958134,2017-12-13 14:00:00,46150,1244.730000,1,1.098750,ny_overlap,2017,505
526,bullish,sell_side,1253.728500,46223,2017-12-14 09:15:00,2017-12-14 11:45:00,2017-12-14 14:00:00,46242,1253.005000,0.593832,2017-12-14 14:15:00,46243,1254.418500,1,1.218357,ny_overlap,2017,506
527,bullish,sell_side,1254.125000,46300,2017-12-15 05:30:00,2017-12-15 08:00:00,2017-12-15 16:00:00,46342,1253.649000,0.256086,2017-12-15 16:15:00,46343,1254.702000,1,1.858750,ny_overlap,2017,507
528,bearish,buy_side,1265.074000,46497,2017-12-19 08:45:00,2017-12-19 11:15:00,2017-12-19 12:30:00,46512,1265.318500,0.362702,2017-12-19 12:45:00,46513,1263.960000,1,0.674107,ny_overlap,2017,509
529,bullish,sell_side,1262.750000,46578,2017-12-20 06:00:00,2017-12-20 08:30:00,2017-12-20 14:45:00,46613,1262.223500,0.558748,2017-12-20 15:00:00,46614,1263.350000,1,0.942286,ny_overlap,2017,510
530,bearish,buy_side,1266.426000,46600,2017-12-20 11:30:00,2017-12-20 14:00:00,2017-12-20 17:45:00,46625,1267.919500,1.205825,2017-12-20 18:30:00,46628,1265.920000,3,1.238571,off_session,2017,510
531,bullish,sell_side,1264.394000,46679,2017-12-21 08:15:00,2017-12-21 10:45:00,2017-12-21 12:45:00,46697,1263.725000,1.173758,2017-12-21 13:00:00,46698,1264.537000,1,0.569964,ny_overlap,2017,511
532,bearish,buy_side,1266.110000,46684,2017-12-21 09:30:00,2017-12-21 12:00:00,2017-12-21 13:45:00,46701,1266.385000,0.345261,2017-12-21 14:00:00,46702,1265.677000,1,0.796500,ny_overlap,2017,511
533,bearish,buy_side,1267.915000,46717,2017-12-21 17:45:00,2017-12-21 20:15:00,2017-12-21 20:30:00,46728,1268.475000,0.807873,2017-12-21 21:00:00,46730,1267.600000,2,0.693179,off_session,2017,511
534,bearish,buy_side,1279.165000,46838,2017-12-26 02:00:00,2017-12-26 04:30:00,2017-12-26 06:15:00,46855,1279.274000,0.260165,2017-12-26 06:30:00,46856,1278.735000,1,0.418964,asian,2017,513
535,bearish,buy_side,1286.419000,46963,2017-12-27 10:15:00,2017-12-27 12:45:00,2017-12-27 15:45:00,46985,1287.648000,1.027653,2017-12-27 16:15:00,46987,1286.056000,2,1.195929,ny_overlap,2017,514
536,bullish,sell_side,1291.235000,47054,2017-12-28 10:00:00,2017-12-28 12:30:00,2017-12-28 13:15:00,47067,1288.865000,2.922962,2017-12-28 13:45:00,47069,1291.990000,2,0.810821,ny_overlap,2017,515
537,bearish,buy_side,1293.339000,47051,2017-12-28 09:15:00,2017-12-28 11:45:00,2017-12-28 14:30:00,47072,1294.297000,0.835925,2017-12-28 15:00:00,47074,1293.173000,2,1.146036,ny_overlap,2017,515
538,bearish,buy_side,1314.400000,47423,2018-01-04 10:15:00,2018-01-04 12:45:00,2018-01-04 13:30:00,47436,1317.270000,1.894345,2018-01-04 13:45:00,47437,1313.904000,1,1.515036,ny_overlap,2018,519
539,bullish,sell_side,1317.228500,47619,2018-01-08 13:15:00,2018-01-08 15:45:00,2018-01-08 16:30:00,47632,1316.750000,0.316379,2018-01-08 16:45:00,47633,1317.775000,1,1.512429,ny_overlap,2018,521
540,bullish,sell_side,1316.670000,47861,2018-01-11 04:45:00,2018-01-11 07:15:00,2018-01-11 07:45:00,47873,1315.783500,0.763683,2018-01-11 08:00:00,47874,1316.815000,1,1.160821,london,2018,524
541,bearish,buy_side,1320.887500,47855,2018-01-11 03:15:00,2018-01-11 05:45:00,2018-01-11 13:15:00,47895,1322.301500,1.287252,2018-01-11 13:30:00,47896,1320.688500,1,1.098464,ny_overlap,2018,524
542,bearish,buy_side,1323.576500,47903,2018-01-11 15:15:00,2018-01-11 17:45:00,2018-01-11 18:15:00,47915,1324.010000,0.336568,2018-01-11 18:30:00,47916,1321.900000,1,1.288000,off_session,2018,524
543,bullish,sell_side,1326.641500,47967,2018-01-12 08:15:00,2018-01-12 10:45:00,2018-01-12 13:45:00,47989,1324.286000,1.492442,2018-01-12 14:30:00,47992,1328.051500,3,1.578286,ny_overlap,2018,525
544,bullish,sell_side,1340.226500,48054,2018-01-15 07:00:00,2018-01-15 09:30:00,2018-01-15 15:15:00,48087,1338.756000,1.301574,2018-01-15 15:30:00,48088,1340.881500,1,1.129786,ny_overlap,2018,526
545,bullish,sell_side,1333.120000,48224,2018-01-17 07:15:00,2018-01-17 09:45:00,2018-01-17 16:45:00,48262,1331.363500,1.119350,2018-01-17 17:00:00,48263,1333.690000,1,1.569214,off_session,2018,528
546,bearish,buy_side,1339.003500,48238,2018-01-17 10:45:00,2018-01-17 13:15:00,2018-01-17 18:45:00,48270,1340.515000,0.996445,2018-01-17 19:15:00,48272,1337.985000,2,1.516893,off_session,2018,528
547,bearish,buy_side,1331.511500,48333,2018-01-18 11:30:00,2018-01-18 14:00:00,2018-01-18 15:00:00,48347,1332.531500,0.643287,2018-01-18 15:15:00,48348,1331.455000,1,1.585607,ny_overlap,2018,529
548,bullish,sell_side,1326.990000,48342,2018-01-18 13:45:00,2018-01-18 16:15:00,2018-01-18 18:45:00,48362,1326.319500,0.376670,2018-01-18 19:00:00,48363,1327.051000,1,1.780071,off_session,2018,529
549,bullish,sell_side,1330.476000,48480,2018-01-22 02:15:00,2018-01-22 04:45:00,2018-01-22 07:00:00,48499,1328.878000,1.967029,2018-01-22 07:45:00,48502,1330.655000,3,0.812393,london,2018,531
550,bearish,buy_side,1334.660000,48515,2018-01-22 11:00:00,2018-01-22 13:30:00,2018-01-22 15:45:00,48534,1335.422000,0.594301,2018-01-22 16:15:00,48536,1333.903000,2,1.282179,ny_overlap,2018,531
551,bearish,buy_side,1337.303500,48570,2018-01-23 01:45:00,2018-01-23 04:15:00,2018-01-23 06:30:00,48589,1338.300000,1.095141,2018-01-23 06:45:00,48590,1337.035000,1,0.909929,asian,2018,532
552,bearish,buy_side,1338.300000,48589,2018-01-23 06:30:00,2018-01-23 09:00:00,2018-01-23 11:30:00,48609,1338.847000,0.606166,2018-01-23 11:45:00,48610,1337.197000,1,0.902393,london,2018,532
553,bullish,sell_side,1356.469000,48782,2018-01-25 08:45:00,2018-01-25 11:15:00,2018-01-25 14:30:00,48805,1354.050000,1.371176,2018-01-25 15:15:00,48808,1358.075000,3,1.764179,ny_overlap,2018,534
554,bearish,buy_side,1361.731500,48804,2018-01-25 14:15:00,2018-01-25 16:45:00,2018-01-25 18:00:00,48819,1363.113500,0.739885,2018-01-25 18:45:00,48822,1360.116500,3,1.867857,off_session,2018,534
555,bullish,sell_side,1346.466500,48941,2018-01-29 02:30:00,2018-01-29 05:00:00,2018-01-29 08:15:00,48964,1346.088500,0.316054,2018-01-29 08:30:00,48965,1346.706500,1,1.196000,london,2018,536
556,bullish,sell_side,1334.838500,49035,2018-01-30 03:00:00,2018-01-30 05:30:00,2018-01-30 06:00:00,49047,1334.520000,0.253288,2018-01-30 06:15:00,49048,1335.900500,1,1.257464,asian,2018,537
557,bearish,buy_side,1346.292000,49066,2018-01-30 10:45:00,2018-01-30 13:15:00,2018-01-30 14:15:00,49080,1348.965500,1.637995,2018-01-30 14:45:00,49082,1345.977000,2,1.632179,ny_overlap,2018,537
558,bullish,sell_side,1338.200000,49239,2018-02-01 08:00:00,2018-02-01 10:30:00,2018-02-01 11:45:00,49254,1337.391000,0.721677,2018-02-01 12:15:00,49256,1338.476000,2,1.121000,ny_overlap,2018,539
559,bearish,buy_side,1344.700000,49267,2018-02-01 15:00:00,2018-02-01 17:30:00,2018-02-01 18:30:00,49281,1345.310000,0.380088,2018-02-01 19:15:00,49284,1344.300000,3,1.604893,off_session,2018,539
560,bearish,buy_side,1337.264000,49460,2018-02-05 17:15:00,2018-02-05 19:45:00,2018-02-05 20:15:00,49472,1341.656500,2.558401,2018-02-05 21:00:00,49475,1336.055000,3,1.716893,off_session,2018,541
561,bullish,sell_side,1309.840000,49686,2018-02-08 04:45:00,2018-02-08 07:15:00,2018-02-08 09:45:00,49706,1309.254000,0.376089,2018-02-08 10:00:00,49707,1310.343500,1,1.558143,london,2018,544
562,bullish,sell_side,1309.254000,49706,2018-02-08 09:45:00,2018-02-08 12:15:00,2018-02-08 12:30:00,49717,1307.135000,1.538254,2018-02-08 12:45:00,49718,1309.390000,1,1.377536,ny_overlap,2018,544
563,bullish,sell_side,1313.623000,49794,2018-02-09 08:45:00,2018-02-09 11:15:00,2018-02-09 14:45:00,49818,1312.283000,0.844436,2018-02-09 15:00:00,49819,1314.513500,1,1.586857,ny_overlap,2018,545
564,bearish,buy_side,1318.154000,49812,2018-02-09 13:15:00,2018-02-09 15:45:00,2018-02-09 17:00:00,49827,1318.910000,0.332590,2018-02-09 17:30:00,49829,1317.121500,2,2.273071,off_session,2018,545
565,bullish,sell_side,1320.579000,49884,2018-02-12 08:15:00,2018-02-12 10:45:00,2018-02-12 11:15:00,49896,1320.138500,0.415202,2018-02-12 11:45:00,49898,1320.629500,2,1.060929,london,2018,546
566,bearish,buy_side,1328.853500,49966,2018-02-13 05:45:00,2018-02-13 08:15:00,2018-02-13 08:30:00,49977,1329.457000,0.419118,2018-02-13 09:00:00,49979,1328.833500,2,1.439929,london,2018,547
567,bearish,buy_side,1329.633500,50008,2018-02-13 16:15:00,2018-02-13 18:45:00,2018-02-13 20:30:00,50025,1329.998000,0.344774,2018-02-13 20:45:00,50026,1329.248000,1,1.057214,off_session,2018,547
568,bearish,buy_side,1355.330000,50146,2018-02-15 04:45:00,2018-02-15 07:15:00,2018-02-15 08:30:00,50161,1356.441500,0.916755,2018-02-15 09:15:00,50164,1353.890000,3,1.212429,london,2018,549
569,bearish,buy_side,1360.055000,50240,2018-02-16 05:15:00,2018-02-16 07:45:00,2018-02-16 08:30:00,50253,1360.440000,0.346323,2018-02-16 08:45:00,50254,1358.516000,1,1.111679,london,2018,550
570,bullish,sell_side,1346.498500,50350,2018-02-19 09:45:00,2018-02-19 12:15:00,2018-02-19 13:30:00,50365,1346.229500,0.333510,2018-02-19 13:45:00,50366,1347.173500,1,0.806571,ny_overlap,2018,551
571,bullish,sell_side,1336.696500,50423,2018-02-20 08:30:00,2018-02-20 11:00:00,2018-02-20 14:00:00,50445,1335.514000,0.817652,2018-02-20 14:15:00,50446,1339.416500,1,1.446214,ny_overlap,2018,552
572,bullish,sell_side,1325.592000,50502,2018-02-21 05:15:00,2018-02-21 07:45:00,2018-02-21 08:00:00,50513,1325.114500,0.474433,2018-02-21 08:15:00,50514,1327.786000,1,1.006464,london,2018,553
573,bullish,sell_side,1327.389000,50534,2018-02-21 13:15:00,2018-02-21 15:45:00,2018-02-21 17:15:00,50550,1326.131000,0.760646,2018-02-21 17:30:00,50551,1328.738500,1,1.653857,off_session,2018,553
