zone_id,direction,zone_high,zone_low,zone_creation_time,frozen_atr,displacement_atr,bos_swing_level,fvg_present,session,year,ob_candle_time,ob_candle_open,ob_candle_high,ob_candle_low,ob_candle_close,ob_candle_index,impulse_start_time,impulse_end_time,impulse_start_index,impulse_end_index,impulse_extreme,segment_id,touched,touch_time,bars_to_touch,success,bars_to_success,baseline_count,baseline_successes,baseline_success_rate,under_matched
2625,bullish,1797.485000,1785.110000,2021-11-05 13:30:00,3.806964,4.901675,1800.183000,True,ny_overlap,2021,2021-11-05 12:30:00,1792.101500,1797.485000,1785.110000,1790.640000,138174,2021-11-05 12:45:00,2021-11-05 13:30:00,138175,138177,1803.770500,1513,True,2021-11-05 13:30:00,1,True,5,5,0,0.000000,False
2626,bullish,1818.832500,1816.215000,2021-11-08 13:30:00,2.134571,3.800529,1821.522500,False,ny_overlap,2021,2021-11-08 13:00:00,1817.835000,1818.832500,1816.215000,1817.327500,138264,2021-11-08 13:15:00,2021-11-08 13:30:00,138265,138265,1824.327500,1514,True,2021-11-08 13:30:00,1,True,1,5,4,0.800000,False
2627,bullish,1824.327500,1823.085000,2021-11-08 18:30:00,1.696964,2.018310,1826.180000,False,off_session,2021,2021-11-08 17:30:00,1823.752500,1824.327500,1823.085000,1823.355000,138282,2021-11-08 17:45:00,2021-11-08 18:30:00,138283,138285,1826.510000,1514,True,2021-11-08 20:45:00,10,False,,5,5,1.000000,False
2628,bearish,1825.440000,1823.386500,2021-11-09 07:45:00,1.512786,2.987865,1821.917500,True,london,2021,2021-11-09 07:00:00,1824.050000,1825.440000,1823.386500,1825.157500,138332,2021-11-09 07:15:00,2021-11-09 07:45:00,138333,138334,1820.920000,1515,True,2021-11-09 08:15:00,3,False,,5,0,0.000000,False
2629,bullish,1825.510000,1824.385000,2021-11-09 11:45:00,1.833643,2.332788,1827.217500,False,london,2021,2021-11-09 11:00:00,1825.198500,1825.510000,1824.385000,1824.520000,138348,2021-11-09 11:15:00,2021-11-09 11:45:00,138349,138350,1828.662500,1515,True,2021-11-09 11:45:00,1,True,7,5,3,0.600000,False
2630,bearish,1830.378000,1826.432500,2021-11-09 15:15:00,3.485536,2.865557,1822.822500,False,ny_overlap,2021,2021-11-09 14:30:00,1827.005000,1830.378000,1826.432500,1828.392500,138362,2021-11-09 14:45:00,2021-11-09 15:15:00,138363,138364,1820.390000,1515,True,2021-11-09 16:00:00,4,False,,5,0,0.000000,False
2631,bearish,1826.160000,1825.001000,2021-11-10 11:30:00,1.472071,2.275705,1823.072500,True,london,2021,2021-11-10 10:00:00,1825.222500,1826.160000,1825.001000,1825.767500,138436,2021-11-10 10:15:00,2021-11-10 11:30:00,138437,138441,1822.810000,1516,True,2021-11-10 11:30:00,1,False,,5,0,0.000000,False
2632,bullish,1826.360000,1825.182500,2021-11-10 13:30:00,1.486250,2.023549,1827.255000,False,ny_overlap,2021,2021-11-10 12:15:00,1825.926000,1826.360000,1825.182500,1825.670000,138445,2021-11-10 12:30:00,2021-11-10 13:30:00,138446,138449,1828.190000,1516,True,2021-11-10 13:30:00,1,True,1,5,4,0.800000,False
2633,bullish,1861.773000,1856.135000,2021-11-11 14:00:00,3.063214,3.240061,1864.520000,False,ny_overlap,2021,2021-11-11 12:15:00,1861.465000,1861.773000,1856.135000,1856.745000,138537,2021-11-11 12:30:00,2021-11-11 14:00:00,138538,138543,1866.060000,1517,True,2021-11-11 14:00:00,1,False,,5,4,0.800000,False
2634,bearish,1859.817000,1857.418000,2021-11-12 08:30:00,1.985214,3.742165,1855.183000,False,london,2021,2021-11-12 07:00:00,1857.810000,1859.817000,1857.418000,1858.788000,138608,2021-11-12 07:15:00,2021-11-12 08:30:00,138609,138613,1852.388000,1518,True,2021-11-12 13:15:00,20,True,2,5,0,0.000000,False
2635,bullish,1857.760000,1856.163000,2021-11-12 15:15:00,2.942143,2.394513,1860.160000,False,ny_overlap,2021,2021-11-12 14:15:00,1856.483000,1857.760000,1856.163000,1856.463000,138637,2021-11-12 14:30:00,2021-11-12 15:15:00,138638,138640,1863.208000,1518,True,2021-11-15 01:30:00,38,False,,5,5,1.000000,False
2636,bullish,1862.990000,1862.062000,2021-11-12 19:00:00,2.221000,3.014858,1866.025000,True,off_session,2021,2021-11-12 17:15:00,1862.910000,1862.990000,1862.062000,1862.647000,138649,2021-11-12 17:30:00,2021-11-12 19:00:00,138650,138655,1868.758000,1518,True,2021-11-12 20:15:00,6,True,2,5,5,1.000000,False
2637,bullish,1862.417000,1861.428000,2021-11-15 13:15:00,1.953893,3.447988,1864.887000,True,ny_overlap,2021,2021-11-15 12:15:00,1861.662000,1862.417000,1861.428000,1861.508000,138721,2021-11-15 12:30:00,2021-11-15 13:15:00,138722,138724,1868.165000,1519,True,2021-11-15 13:30:00,2,True,11,5,4,0.800000,False
2638,bullish,1865.062000,1862.703000,2021-11-16 09:00:00,2.134000,5.463449,1868.950000,True,london,2021,2021-11-16 07:15:00,1864.310000,1865.062000,1862.703000,1863.510000,138793,2021-11-16 07:30:00,2021-11-16 09:00:00,138794,138799,1874.362000,1520,True,2021-11-16 14:00:00,21,False,,5,4,0.800000,False
2639,bullish,1872.270000,1869.435000,2021-11-16 13:15:00,1.996714,3.683552,1874.985000,False,ny_overlap,2021,2021-11-16 12:45:00,1872.260000,1872.270000,1869.435000,1870.750000,138815,2021-11-16 13:00:00,2021-11-16 13:15:00,138816,138816,1876.790000,1520,True,2021-11-16 13:15:00,1,False,,5,4,0.800000,False
2640,bearish,1876.790000,1870.535000,2021-11-16 14:15:00,3.406821,4.795819,1862.303000,True,ny_overlap,2021,2021-11-16 13:00:00,1870.755000,1876.790000,1870.535000,1876.790000,138816,2021-11-16 13:15:00,2021-11-16 14:15:00,138817,138820,1860.451500,1520,True,2021-11-18 00:45:00,131,True,8,5,3,0.600000,False
2641,bullish,1853.303000,1852.390000,2021-11-17 07:00:00,1.342786,2.813554,1856.160000,True,london,2021,2021-11-17 05:45:00,1852.853000,1853.303000,1852.390000,1852.458500,138879,2021-11-17 06:00:00,2021-11-17 07:00:00,138880,138883,1856.168000,1521,True,2021-11-19 09:00:00,193,True,1,5,5,1.000000,False
2642,bearish,1866.787000,1865.747000,2021-11-18 06:45:00,1.323286,2.754507,1864.230000,True,asian,2021,2021-11-18 05:45:00,1865.878500,1866.787000,1865.747000,1866.565500,138971,2021-11-18 06:00:00,2021-11-18 06:45:00,138972,138974,1863.142000,1522,True,2021-11-18 07:30:00,4,True,9,5,2,0.400000,False
2643,bearish,1865.565000,1863.413000,2021-11-18 10:30:00,2.247357,2.184788,1862.672000,False,london,2021,2021-11-18 09:30:00,1864.723500,1865.565000,1863.413000,1864.884000,138986,2021-11-18 09:45:00,2021-11-18 10:30:00,138987,138989,1860.655000,1522,True,2021-11-18 11:15:00,4,True,8,5,4,0.800000,False
2644,bearish,1866.780000,1864.837000,2021-11-18 13:30:00,2.540536,4.579743,1858.840000,True,ny_overlap,2021,2021-11-18 12:30:00,1864.837000,1866.780000,1864.837000,1866.075000,138998,2021-11-18 12:45:00,2021-11-18 13:30:00,138999,139001,1855.145000,1522,True,2021-11-18 13:30:00,1,True,3,5,3,0.600000,False
2645,bullish,1861.237000,1857.890000,2021-11-19 14:15:00,3.002964,2.652379,1864.915000,False,ny_overlap,2021,2021-11-19 13:45:00,1860.537000,1861.237000,1857.890000,1860.185000,139095,2021-11-19 14:00:00,2021-11-19 14:15:00,139096,139096,1865.855000,1523,True,2021-11-19 14:15:00,1,False,,5,5,1.000000,False
2646,bearish,1857.237000,1855.632000,2021-11-19 17:45:00,3.787036,3.661175,1852.005000,False,off_session,2021,2021-11-19 17:15:00,1855.723000,1857.237000,1855.632000,1856.600000,139109,2021-11-19 17:30:00,2021-11-19 17:45:00,139110,139110,1843.372000,1523,True,2022-02-11 18:45:00,5387,False,,5,5,1.000000,False
2647,bearish,1846.660000,1844.670000,2021-11-22 10:45:00,2.341643,3.963030,1840.290000,True,london,2021,2021-11-22 09:15:00,1844.900000,1846.660000,1844.670000,1846.555000,139169,2021-11-22 09:30:00,2021-11-22 10:45:00,139170,139174,1837.380000,1524,True,2022-01-20 13:30:00,3830,True,11,5,0,0.000000,False
2648,bearish,1842.300000,1838.347000,2021-11-22 13:45:00,3.016571,2.428253,1837.372000,False,ny_overlap,2021,2021-11-22 13:00:00,1839.935000,1842.300000,1838.347000,1841.102000,139184,2021-11-22 13:15:00,2021-11-22 13:45:00,139185,139186,1834.975000,1524,True,2021-11-22 13:45:00,1,True,1,5,0,0.000000,False
2649,bearish,1822.248000,1818.232000,2021-11-22 17:30:00,5.677714,2.702320,1811.582000,True,off_session,2021,2021-11-22 16:00:00,1818.507000,1822.248000,1818.232000,1820.638000,139196,2021-11-22 16:15:00,2021-11-22 17:30:00,139197,139201,1806.905000,1524,True,2021-12-28 11:00:00,2245,True,12,5,4,0.800000,False
2650,bearish,1808.743000,1807.827000,2021-11-23 06:15:00,1.255821,2.197765,1806.548000,False,asian,2021,2021-11-23 05:45:00,1807.985000,1808.743000,1807.827000,1808.242000,139247,2021-11-23 06:00:00,2021-11-23 06:15:00,139248,139248,1805.983000,1525,True,2021-11-23 07:15:00,5,True,3,5,2,0.400000,False
2651,bearish,1796.840000,1793.815000,2021-11-23 13:15:00,2.801071,3.125590,1792.797000,True,ny_overlap,2021,2021-11-23 12:00:00,1794.075000,1796.840000,1793.815000,1796.833000,139272,2021-11-23 12:15:00,2021-11-23 13:15:00,139273,139276,1788.085000,1525,True,2021-11-24 01:45:00,47,False,,5,2,0.400000,False
2652,bullish,1794.181500,1792.504500,2021-11-24 07:15:00,1.593929,2.499485,1796.146500,False,london,2021,2021-11-24 06:45:00,1793.678500,1794.181500,1792.504500,1793.421500,139343,2021-11-24 07:00:00,2021-11-24 07:15:00,139344,139344,1796.488500,1526,True,2021-11-24 07:15:00,1,False,,5,5,1.000000,False
2653,bullish,1794.110500,1792.596500,2021-11-25 07:15:00,0.847786,2.101946,1794.360000,False,london,2021,2021-11-25 06:45:00,1793.013500,1794.110500,1792.596500,1792.776500,139435,2021-11-25 07:00:00,2021-11-25 07:15:00,139436,139436,1794.378500,1527,True,2021-11-25 07:15:00,1,False,,5,5,1.000000,False
2654,bearish,1794.180000,1793.085000,2021-11-25 10:30:00,1.324679,2.854655,1791.525000,True,london,2021,2021-11-25 09:30:00,1793.575000,1794.180000,1793.085000,1793.758500,139446,2021-11-25 09:45:00,2021-11-25 10:30:00,139447,139449,1790.398500,1527,True,2021-11-26 00:00:00,34,True,5,5,0,0.000000,False
2655,bullish,1797.858500,1795.553500,2021-11-26 06:30:00,1.612536,2.397776,1799.394500,True,asian,2021,2021-11-26 05:00:00,1797.180000,1797.858500,1795.553500,1795.798500,139503,2021-11-26 05:15:00,2021-11-26 06:30:00,139504,139508,1799.420000,1528,True,2021-11-26 14:45:00,34,True,1,5,1,0.200000,False
2656,bearish,1808.145000,1804.125000,2021-11-26 14:45:00,4.492321,2.271988,1797.941500,False,ny_overlap,2021,2021-11-26 14:00:00,1805.675000,1808.145000,1804.125000,1806.630000,139539,2021-11-26 14:15:00,2021-11-26 14:45:00,139540,139541,1797.938500,1528,True,2021-11-30 14:45:00,172,True,3,5,0,0.000000,False
2657,bullish,1795.130000,1792.035000,2021-11-29 07:45:00,1.900714,2.665577,1796.715000,False,london,2021,2021-11-29 07:00:00,1795.040000,1795.130000,1792.035000,1793.785000,139590,2021-11-29 07:15:00,2021-11-29 07:45:00,139591,139592,1797.101500,1529,True,2021-11-29 07:45:00,1,True,3,5,3,0.600000,False
2658,bearish,1795.506500,1793.705000,2021-11-29 12:30:00,2.098250,2.445609,1791.280000,False,ny_overlap,2021,2021-11-29 11:15:00,1794.053500,1795.506500,1793.705000,1794.886500,139607,2021-11-29 11:30:00,2021-11-29 12:30:00,139608,139611,1790.375000,1529,True,2021-11-29 12:45:00,2,True,2,5,0,0.000000,False
2659,bullish,1788.970000,1788.561500,2021-11-30 05:30:00,1.130143,2.763810,1790.441500,True,asian,2021,2021-11-30 04:45:00,1788.743500,1788.970000,1788.561500,1788.706500,139673,2021-11-30 05:00:00,2021-11-30 05:30:00,139674,139675,1791.685000,1530,True,2021-11-30 15:45:00,42,False,,5,1,0.200000,False
2660,bullish,1793.678500,1791.540000,2021-11-30 09:45:00,2.546464,2.254106,1796.046500,True,london,2021,2021-11-30 09:00:00,1792.936500,1793.678500,1791.540000,1792.571500,139690,2021-11-30 09:15:00,2021-11-30 09:45:00,139691,139692,1797.280000,1530,True,2021-11-30 11:30:00,8,True,10,5,3,0.600000,False
2661,bullish,1796.835000,1793.808500,2021-11-30 15:00:00,3.153250,3.387933,1798.540000,True,ny_overlap,2021,2021-11-30 14:15:00,1796.526500,1796.835000,1793.808500,1795.380000,139711,2021-11-30 14:30:00,2021-11-30 15:00:00,139712,139713,1804.491500,1530,True,2021-11-30 15:30:00,3,False,,5,4,0.800000,False
2662,bearish,1808.810000,1802.242000,2021-11-30 16:00:00,5.084821,4.988376,1789.163000,True,ny_overlap,2021,2021-11-30 15:00:00,1802.480000,1808.810000,1802.242000,1807.938500,139714,2021-11-30 15:15:00,2021-11-30 16:00:00,139715,139717,1783.445000,1530,True,2021-12-17 01:45:00,1140,False,,5,1,0.200000,False
2663,bullish,1778.300000,1776.848500,2021-12-02 13:00:00,2.145143,2.085176,1778.965000,True,ny_overlap,2021,2021-12-02 11:45:00,1778.190000,1778.300000,1776.848500,1777.298500,139885,2021-12-02 12:00:00,2021-12-02 13:00:00,139886,139889,1781.321500,1532,True,2021-12-02 13:00:00,1,False,,5,5,1.000000,False
2664,bearish,1778.525000,1774.395000,2021-12-02 14:45:00,3.471893,3.453448,1767.565000,False,ny_overlap,2021,2021-12-02 14:00:00,1774.485000,1778.525000,1774.395000,1777.395000,139894,2021-12-02 14:15:00,2021-12-02 14:45:00,139895,139896,1766.535000,1532,True,2021-12-03 03:30:00,48,True,18,5,2,0.400000,False
2665,bullish,1772.298500,1767.874000,2021-12-03 13:45:00,2.568821,4.232875,1776.550000,False,ny_overlap,2021,2021-12-03 13:15:00,1771.955000,1772.298500,1767.874000,1769.890000,139983,2021-12-03 13:30:00,2021-12-03 13:45:00,139984,139984,1778.747500,1533,True,2021-12-03 13:45:00,1,True,9,5,5,1.000000,False
2666,bearish,1783.246500,1781.966500,2021-12-06 08:45:00,1.841500,2.120554,1781.158500,True,london,2021,2021-12-06 07:45:00,1782.345000,1783.246500,1781.966500,1783.010000,140053,2021-12-06 08:00:00,2021-12-06 08:45:00,140054,140056,1779.341500,1534,True,2021-12-06 08:45:00,1,True,3,5,4,0.800000,False
2667,bearish,1780.995000,1779.484500,2021-12-06 12:45:00,1.920714,2.181480,1777.840000,True,ny_overlap,2021,2021-12-06 12:00:00,1780.125000,1780.995000,1779.484500,1780.179000,140070,2021-12-06 12:15:00,2021-12-06 12:45:00,140071,140072,1776.805000,1534,True,2021-12-06 12:45:00,1,True,7,5,0,0.000000,False
2668,bullish,1780.368500,1777.406000,2021-12-06 17:00:00,2.605143,2.861839,1783.004000,True,off_session,2021,2021-12-06 15:45:00,1780.323500,1780.368500,1777.406000,1778.308500,140085,2021-12-06 16:00:00,2021-12-06 17:00:00,140086,140089,1784.861500,1534,True,2021-12-06 17:45:00,4,False,,5,0,0.000000,False
2669,bearish,1783.955000,1782.765000,2021-12-07 13:45:00,2.032893,5.725831,1777.445000,True,ny_overlap,2021,2021-12-07 12:45:00,1783.015000,1783.955000,1782.765000,1783.545000,140165,2021-12-07 13:00:00,2021-12-07 13:45:00,140166,140168,1772.315000,1535,True,2021-12-07 15:30:00,8,False,,5,3,0.600000,False
2670,bullish,1782.986500,1780.990000,2021-12-07 17:00:00,3.016679,2.285626,1784.748500,True,off_session,2021,2021-12-07 15:45:00,1782.986500,1782.986500,1780.990000,1782.576500,140177,2021-12-07 16:00:00,2021-12-07 17:00:00,140178,140181,1787.885000,1535,True,2021-12-07 17:45:00,4,True,9,5,0,0.000000,False
2671,bullish,1789.354500,1788.748500,2021-12-08 06:00:00,0.972250,2.216508,1790.630000,True,asian,2021,2021-12-08 05:15:00,1789.166500,1789.354500,1788.748500,1789.020000,140227,2021-12-08 05:30:00,2021-12-08 06:00:00,140228,140229,1790.903500,1536,True,2021-12-08 06:30:00,3,True,4,5,1,0.200000,False
2672,bullish,1789.865000,1788.747000,2021-12-08 10:45:00,1.897607,2.338735,1791.681500,False,london,2021,2021-12-08 10:00:00,1789.690000,1789.865000,1788.747000,1789.461500,140246,2021-12-08 10:15:00,2021-12-08 10:45:00,140247,140248,1793.185000,1536,True,2021-12-08 11:00:00,2,False,,5,3,0.600000,False
2673,bearish,1793.185000,1789.595500,2021-12-08 12:00:00,2.096214,4.897877,1785.875000,True,ny_overlap,2021,2021-12-08 10:30:00,1790.340000,1793.185000,1789.595500,1792.116000,140248,2021-12-08 10:45:00,2021-12-08 12:00:00,140249,140253,1782.918000,1536,True,2021-12-13 12:15:00,278,True,3,5,3,0.600000,False
2674,bearish,1783.400000,1782.345000,2021-12-09 12:00:00,1.790571,2.189524,1782.260000,True,ny_overlap,2021,2021-12-09 11:00:00,1782.980000,1783.400000,1782.345000,1783.220000,140342,2021-12-09 11:15:00,2021-12-09 12:00:00,140343,140345,1779.479500,1537,True,2021-12-09 14:15:00,10,True,1,5,0,0.000000,False
2675,bearish,1778.246500,1776.940000,2021-12-09 18:15:00,2.393464,2.047868,1773.869500,False,off_session,2021,2021-12-09 17:30:00,1777.250000,1778.246500,1776.940000,1777.540000,140368,2021-12-09 17:45:00,2021-12-09 18:15:00,140369,140370,1773.345000,1537,True,2021-12-09 18:45:00,3,False,,5,0,0.000000,False
2676,bullish,1777.675000,1772.600000,2021-12-10 13:45:00,2.161250,4.666281,1779.713500,False,ny_overlap,2021,2021-12-10 13:15:00,1775.653500,1777.675000,1772.600000,1774.515000,140443,2021-12-10 13:30:00,2021-12-10 13:45:00,140444,140444,1782.685000,1538,True,2021-12-10 13:45:00,1,True,1,5,5,1.000000,False
2677,bullish,1786.101500,1784.438500,2021-12-13 11:30:00,1.507786,2.471505,1787.920000,True,london,2021,2021-12-13 10:30:00,1786.023000,1786.101500,1784.438500,1785.680000,140524,2021-12-13 10:45:00,2021-12-13 11:30:00,140525,140527,1788.165000,1539,True,2021-12-13 13:00:00,7,True,7,5,5,1.000000,False
2678,bearish,1791.588500,1789.450000,2021-12-13 13:30:00,1.773821,4.698049,1783.402000,True,ny_overlap,2021,2021-12-13 12:45:00,1789.450000,1791.588500,1789.450000,1790.028500,140533,2021-12-13 13:00:00,2021-12-13 13:30:00,140534,140535,1783.255000,1539,True,2021-12-13 15:00:00,7,True,2,5,3,0.600000,False
2679,bearish,1788.501500,1787.228500,2021-12-14 07:45:00,1.003107,3.108342,1785.425000,False,london,2021,2021-12-14 06:45:00,1787.325000,1788.501500,1787.228500,1788.170000,140601,2021-12-14 07:00:00,2021-12-14 07:45:00,140602,140604,1785.383500,1540,True,2021-12-16 10:15:00,195,True,7,5,5,1.000000,False
2680,bearish,1784.640000,1783.093500,2021-12-14 13:30:00,1.536321,3.684125,1782.093000,False,ny_overlap,2021,2021-12-14 12:45:00,1784.325000,1784.640000,1783.093500,1784.510000,140625,2021-12-14 13:00:00,2021-12-14 13:30:00,140626,140627,1778.980000,1540,True,2021-12-16 02:00:00,139,True,7,5,2,0.400000,False
2681,bullish,1771.208500,1769.149000,2021-12-15 13:00:00,1.453143,2.018040,1771.450000,False,ny_overlap,2021,2021-12-15 12:30:00,1771.008500,1771.208500,1769.149000,1770.110000,140716,2021-12-15 12:45:00,2021-12-15 13:00:00,140717,140717,1772.081500,1541,True,2021-12-15 13:00:00,1,False,,5,4,0.800000,False
2682,bearish,1772.025000,1769.620000,2021-12-15 14:45:00,2.326357,3.287758,1767.741500,False,ny_overlap,2021,2021-12-15 13:45:00,1769.788500,1772.025000,1769.620000,1772.020000,140721,2021-12-15 14:00:00,2021-12-15 14:45:00,140722,140724,1764.376500,1541,True,2021-12-15 14:45:00,1,True,3,5,2,0.400000,False
2683,bearish,1767.505000,1766.341500,2021-12-15 18:30:00,1.846929,2.104034,1764.376500,True,off_session,2021,2021-12-15 17:15:00,1766.905000,1767.505000,1766.341500,1766.912500,140735,2021-12-15 17:30:00,2021-12-15 18:30:00,140736,140739,1763.619000,1541,True,2021-12-15 19:00:00,3,True,1,5,0,0.000000,False
2684,bullish,1766.388500,1761.530000,2021-12-15 20:15:00,4.089286,3.614323,1773.802500,True,off_session,2021,2021-12-15 19:15:00,1766.005000,1766.388500,1761.530000,1763.045000,140743,2021-12-15 19:30:00,2021-12-15 20:15:00,140744,140746,1776.310000,1541,True,2022-07-05 15:15:00,12993,False,,5,0,0.000000,False
2685,bullish,1781.738500,1781.056500,2021-12-16 06:30:00,0.964750,4.172065,1784.315000,True,asian,2021,2021-12-16 05:15:00,1781.668500,1781.738500,1781.056500,1781.426500,140779,2021-12-16 05:30:00,2021-12-16 06:30:00,140780,140783,1785.081500,1542,True,2022-01-28 11:00:00,2763,True,1,3,3,1.000000,True
2686,bullish,1803.860000,1802.420000,2021-12-17 06:15:00,1.540500,2.297955,1804.416500,True,asian,2021,2021-12-17 05:00:00,1802.703500,1803.860000,1802.420000,1802.475000,140870,2021-12-17 05:15:00,2021-12-17 06:15:00,140871,140874,1805.960000,1543,True,2021-12-17 16:00:00,40,True,2,5,1,0.200000,False
2687,bullish,1808.326500,1805.963500,2021-12-17 12:00:00,1.600786,2.518451,1809.932500,False,ny_overlap,2021,2021-12-17 11:00:00,1807.926500,1808.326500,1805.963500,1807.120000,140894,2021-12-17 11:15:00,2021-12-17 12:00:00,140895,140897,1809.995000,1543,True,2021-12-17 13:45:00,8,False,,5,4,0.800000,False
2688,bearish,1813.570000,1811.133500,2021-12-17 14:00:00,2.187679,4.052469,1805.963500,True,ny_overlap,2021,2021-12-17 13:15:00,1811.976500,1813.570000,1811.133500,1812.425000,140903,2021-12-17 13:30:00,2021-12-17 14:00:00,140904,140905,1804.704500,1543,True,2021-12-27 01:15:00,410,False,,5,3,0.600000,False
2689,bearish,1795.185500,1793.920000,2021-12-20 19:30:00,1.412036,2.477983,1791.778500,True,off_session,2021,2021-12-20 17:45:00,1794.100000,1795.185500,1793.920000,1794.858500,141013,2021-12-20 18:00:00,2021-12-20 19:30:00,141014,141019,1791.686500,1544,True,2021-12-21 07:45:00,46,False,,5,5,1.000000,False
2690,bullish,1797.181500,1796.236500,2021-12-21 13:00:00,1.267571,2.073650,1798.326500,False,ny_overlap,2021,2021-12-21 12:30:00,1796.726500,1797.181500,1796.236500,1796.555000,141084,2021-12-21 12:45:00,2021-12-21 13:00:00,141085,141085,1798.865000,1545,True,2021-12-21 13:30:00,3,False,,5,4,0.800000,False
2691,bearish,1792.553500,1790.545000,2021-12-21 15:45:00,2.718500,2.382564,1788.920000,False,ny_overlap,2021,2021-12-21 15:15:00,1791.250000,1792.553500,1790.545000,1791.335000,141095,2021-12-21 15:30:00,2021-12-21 15:45:00,141096,141096,1786.076500,1545,True,2021-12-21 23:45:00,29,False,,5,0,0.000000,False
2692,bullish,1788.541500,1787.543500,2021-12-22 10:45:00,1.364429,2.931630,1790.750000,True,london,2021,2021-12-22 09:30:00,1788.303500,1788.541500,1787.543500,1788.215000,141164,2021-12-22 09:45:00,2021-12-22 10:45:00,141165,141168,1791.543500,1546,True,2021-12-22 11:00:00,2,True,1,5,5,1.000000,False
2693,bearish,1806.633500,1805.035000,2021-12-23 12:30:00,1.203000,2.698670,1804.876500,True,ny_overlap,2021,2021-12-23 11:45:00,1805.208500,1806.633500,1805.035000,1806.435000,141265,2021-12-23 12:00:00,2021-12-23 12:30:00,141266,141267,1803.387000,1547,True,2021-12-23 12:45:00,2,True,7,5,3,0.600000,False
2694,bullish,1804.668500,1803.387000,2021-12-23 13:30:00,1.362107,3.612051,1808.090500,True,ny_overlap,2021,2021-12-23 12:15:00,1804.481500,1804.668500,1803.387000,1804.230000,141267,2021-12-23 12:30:00,2021-12-23 13:30:00,141268,141271,1808.307000,1547,True,2021-12-23 14:30:00,5,True,5,5,5,1.000000,False
2695,bullish,1808.911500,1807.476500,2021-12-23 18:30:00,1.609571,2.034703,1810.086500,True,off_session,2021,2021-12-23 17:15:00,1807.806500,1808.911500,1807.476500,1807.476500,141287,2021-12-23 17:30:00,2021-12-23 18:30:00,141288,141291,1810.751500,1547,True,2021-12-23 18:45:00,2,False,,5,5,1.000000,False
2696,bullish,1815.348000,1814.500000,2021-12-28 10:45:00,1.109143,2.884660,1816.157000,True,london,2021,2021-12-28 09:15:00,1815.090000,1815.348000,1814.500000,1814.622500,141439,2021-12-28 09:30:00,2021-12-28 10:45:00,141440,141444,1817.699500,1549,True,2021-12-28 13:00:00,10,True,1,5,5,1.000000,False
2697,bearish,1811.363000,1809.640000,2021-12-28 18:45:00,1.957929,2.011309,1808.578000,False,off_session,2021,2021-12-28 18:00:00,1810.415000,1811.363000,1809.640000,1811.068000,141474,2021-12-28 18:15:00,2021-12-28 18:45:00,141475,141476,1807.425000,1549,True,2021-12-30 16:00:00,174,False,,5,0,0.000000,False
2698,bullish,1818.509500,1817.858000,2021-12-31 11:15:00,1.136393,2.164744,1820.270000,True,london,2021,2021-12-31 09:45:00,1818.400000,1818.509500,1817.858000,1818.133000,141717,2021-12-31 10:00:00,2021-12-31 11:15:00,141718,141722,1820.318000,1552,True,2022-01-03 13:00:00,100,False,,5,5,1.000000,False
2699,bullish,1826.798000,1824.770000,2021-12-31 19:00:00,1.837321,2.134629,1827.583000,False,off_session,2021,2021-12-31 18:00:00,1826.623000,1826.798000,1824.770000,1825.735000,141750,2021-12-31 18:15:00,2021-12-31 19:00:00,141751,141753,1828.692000,1552,True,2022-01-03 02:00:00,25,False,,5,0,0.000000,False
2700,bearish,1826.913500,1825.598000,2022-01-03 13:15:00,1.816214,7.392575,1821.117000,True,ny_overlap,2022,2022-01-03 10:45:00,1825.638000,1826.913500,1825.598000,1826.465000,141813,2022-01-03 11:00:00,2022-01-03 13:15:00,141814,141822,1813.487000,1553,True,2022-01-05 13:30:00,186,True,7,5,3,0.600000,False
2701,bullish,1804.715000,1803.496500,2022-01-04 07:45:00,1.275321,3.124702,1807.163000,True,london,2022,2022-01-04 06:45:00,1804.620000,1804.715000,1803.496500,1803.598500,141889,2022-01-04 07:00:00,2022-01-04 07:45:00,141890,141892,1807.481500,1554,True,2022-01-04 08:00:00,2,True,1,5,0,0.000000,False
2702,bearish,1806.845000,1804.566500,2022-01-04 09:15:00,1.798286,2.687838,1803.251500,True,london,2022,2022-01-04 08:15:00,1806.060000,1806.845000,1804.566500,1806.721500,141895,2022-01-04 08:30:00,2022-01-04 09:15:00,141896,141898,1802.011500,1554,True,2022-01-04 09:15:00,1,True,11,5,0,0.000000,False
2703,bearish,1804.481500,1803.070000,2022-01-04 12:30:00,1.989786,3.005349,1802.011500,True,ny_overlap,2022,2022-01-04 11:45:00,1803.366500,1804.481500,1803.070000,1804.095000,141909,2022-01-04 12:00:00,2022-01-04 12:30:00,141910,141911,1798.501500,1554,True,2022-01-04 13:00:00,3,False,,5,2,0.400000,False
2704,bullish,1802.448500,1798.501500,2022-01-04 14:15:00,2.565286,4.568107,1808.675000,True,ny_overlap,2022,2022-01-04 12:15:00,1802.035000,1802.448500,1798.501500,1799.488500,141911,2022-01-04 12:30:00,2022-01-04 14:15:00,141912,141918,1810.220000,1554,True,2022-01-06 06:15:00,153,False,,5,5,1.000000,False
