zone_id,direction,zone_high,zone_low,zone_creation_time,frozen_atr,displacement_atr,bos_swing_level,fvg_present,session,year,ob_candle_time,ob_candle_open,ob_candle_high,ob_candle_low,ob_candle_close,ob_candle_index,impulse_start_time,impulse_end_time,impulse_start_index,impulse_end_index,impulse_extreme,segment_id,touched,touch_time,bars_to_touch,success,bars_to_success,baseline_count,baseline_successes,baseline_success_rate,under_matched
596,bearish,1268.292000,1266.743500,2017-04-25 16:15:00,1.859750,2.513241,1265.505000,False,ny_overlap,2017,2017-04-25 15:00:00,1266.965000,1268.292000,1266.743500,1268.064000,30961,2017-04-25 15:15:00,2017-04-25 16:15:00,30962,30965,1263.618000,339,True,2017-04-26 15:45:00,92,True,1,5,2,0.400000,False
597,bullish,1263.820000,1262.908500,2017-04-26 06:15:00,0.639607,4.054051,1265.129000,False,asian,2017,2017-04-26 05:45:00,1263.712000,1263.820000,1262.908500,1263.020000,31017,2017-04-26 06:00:00,2017-04-26 06:15:00,31018,31018,1265.501500,340,True,2017-04-26 06:15:00,1,True,6,0,0,,True
598,bearish,1265.823500,1265.310000,2017-04-26 12:30:00,1.043286,3.153499,1262.908500,True,ny_overlap,2017,2017-04-26 11:00:00,1265.415000,1265.823500,1265.310000,1265.703500,31038,2017-04-26 11:15:00,2017-04-26 12:30:00,31039,31043,1262.533500,340,True,2017-04-26 15:45:00,14,True,3,5,5,1.000000,False
599,bullish,1263.501000,1262.571500,2017-04-26 16:00:00,1.764964,2.724984,1266.515000,False,ny_overlap,2017,2017-04-26 15:30:00,1263.268500,1263.501000,1262.571500,1262.985000,31056,2017-04-26 15:45:00,2017-04-26 16:00:00,31057,31057,1267.381000,340,True,2017-04-26 16:45:00,4,True,5,5,0,0.000000,False
600,bearish,1267.625000,1267.141500,2017-04-27 06:15:00,0.707143,2.911010,1265.847000,False,asian,2017,2017-04-27 05:30:00,1267.164500,1267.625000,1267.141500,1267.317000,31108,2017-04-27 05:45:00,2017-04-27 06:15:00,31109,31110,1265.566500,341,True,2017-04-27 14:45:00,35,True,1,5,4,0.800000,False
601,bearish,1265.234000,1264.518500,2017-04-27 12:15:00,0.910393,3.367228,1263.251500,False,ny_overlap,2017,2017-04-27 11:15:00,1264.729500,1265.234000,1264.518500,1265.120500,31131,2017-04-27 11:30:00,2017-04-27 12:15:00,31132,31134,1262.168500,341,True,2017-04-27 12:30:00,2,True,4,5,5,1.000000,False
602,bullish,1265.259000,1264.773500,2017-04-28 06:30:00,0.494964,3.101234,1266.036500,False,asian,2017,2017-04-28 06:00:00,1265.210500,1265.259000,1264.773500,1265.175000,31202,2017-04-28 06:15:00,2017-04-28 06:30:00,31203,31203,1266.308500,342,True,2017-04-28 07:00:00,3,True,1,0,0,,True
603,bearish,1267.150500,1265.393500,2017-04-28 13:15:00,1.156143,2.141604,1264.773500,False,ny_overlap,2017,2017-04-28 12:45:00,1266.160500,1267.150500,1265.393500,1266.711500,31229,2017-04-28 13:00:00,2017-04-28 13:15:00,31230,31230,1264.674500,342,True,2017-04-28 13:15:00,1,False,,5,0,0.000000,False
604,bearish,1263.209000,1262.729500,2017-05-01 07:15:00,0.534000,2.524345,1262.020000,False,london,2017,2017-05-01 06:00:00,1262.864500,1263.209000,1262.729500,1263.076500,31294,2017-05-01 06:15:00,2017-05-01 07:15:00,31295,31298,1261.861000,343,True,2017-05-01 07:15:00,1,False,,5,5,1.000000,False
605,bearish,1264.389000,1263.118500,2017-05-01 16:00:00,1.888214,3.234802,1261.861000,True,ny_overlap,2017,2017-05-01 15:15:00,1263.169500,1264.389000,1263.118500,1264.185000,31331,2017-05-01 15:30:00,2017-05-01 16:00:00,31332,31333,1258.281000,343,True,2017-05-17 22:30:00,1127,True,2,5,0,0.000000,False
606,bearish,1256.071500,1255.468500,2017-05-02 12:15:00,0.735964,3.564711,1253.893500,True,ny_overlap,2017,2017-05-02 11:30:00,1255.508500,1256.071500,1255.468500,1255.876500,31408,2017-05-02 11:45:00,2017-05-02 12:15:00,31409,31410,1253.448000,344,True,2017-05-02 14:00:00,8,True,1,5,5,1.000000,False
607,bullish,1256.003500,1255.326000,2017-05-02 19:30:00,0.686643,2.513679,1256.163500,True,off_session,2017,2017-05-02 18:00:00,1255.968500,1256.003500,1255.326000,1255.352000,31434,2017-05-02 18:15:00,2017-05-02 19:30:00,31435,31439,1257.052000,344,True,2017-05-02 22:15:00,8,True,4,5,5,1.000000,False
608,bearish,1254.804000,1253.603500,2017-05-03 12:45:00,0.961071,3.683909,1252.701500,False,ny_overlap,2017,2017-05-03 12:00:00,1253.985000,1254.804000,1253.603500,1254.561000,31502,2017-05-03 12:15:00,2017-05-03 12:45:00,31503,31504,1251.263500,345,True,2017-05-03 12:45:00,1,True,1,5,5,1.000000,False
609,bearish,1247.645000,1245.820000,2017-05-03 19:45:00,1.707036,2.668661,1245.344500,True,off_session,2017,2017-05-03 18:30:00,1246.020500,1247.645000,1245.820000,1247.214000,31528,2017-05-03 18:45:00,2017-05-03 19:45:00,31529,31532,1243.089500,345,True,2017-05-17 09:45:00,881,False,,5,1,0.200000,False
610,bearish,1235.389000,1234.784500,2017-05-04 11:15:00,0.864571,3.193490,1233.119500,True,london,2017,2017-05-04 10:15:00,1234.968500,1235.389000,1234.784500,1235.268500,31587,2017-05-04 10:30:00,2017-05-04 11:15:00,31588,31590,1232.628000,346,True,2017-05-04 11:30:00,2,True,2,5,2,0.400000,False
611,bullish,1233.339500,1232.684500,2017-05-05 09:45:00,1.086107,2.741442,1235.069000,False,london,2017,2017-05-05 09:00:00,1233.330000,1233.339500,1232.684500,1233.013500,31674,2017-05-05 09:15:00,2017-05-05 09:45:00,31675,31676,1235.662000,347,True,2017-05-05 10:45:00,5,False,,2,2,1.000000,True
612,bearish,1233.987000,1232.091000,2017-05-05 12:30:00,1.327750,2.740727,1231.378500,False,ny_overlap,2017,2017-05-05 12:00:00,1232.091000,1233.987000,1232.091000,1233.401500,31686,2017-05-05 12:15:00,2017-05-05 12:30:00,31687,31687,1230.348000,347,True,2017-05-05 12:30:00,1,True,1,5,2,0.400000,False
613,bullish,1230.216000,1229.236000,2017-05-08 10:00:00,1.066857,3.972416,1231.807000,True,london,2017,2017-05-08 09:15:00,1230.209500,1230.216000,1229.236000,1229.793500,31767,2017-05-08 09:30:00,2017-05-08 10:00:00,31768,31769,1233.474000,348,True,2017-05-08 12:45:00,12,False,,3,3,1.000000,True
614,bearish,1231.159000,1229.523000,2017-05-08 15:00:00,1.415643,2.523588,1229.236000,False,ny_overlap,2017,2017-05-08 14:00:00,1229.938000,1231.159000,1229.523000,1230.058500,31786,2017-05-08 14:15:00,2017-05-08 15:00:00,31787,31789,1227.586500,348,True,2017-05-12 08:30:00,343,True,12,5,2,0.400000,False
615,bearish,1228.268500,1227.653500,2017-05-08 20:45:00,0.833929,2.620128,1226.237000,True,off_session,2017,2017-05-08 19:30:00,1227.818500,1228.268500,1227.653500,1227.868000,31808,2017-05-08 19:45:00,2017-05-08 20:45:00,31809,31812,1226.083500,348,True,2017-05-08 23:00:00,6,False,,5,3,0.600000,False
616,bearish,1228.205000,1227.668000,2017-05-09 05:30:00,0.633036,3.989506,1226.443000,True,asian,2017,2017-05-09 04:30:00,1227.906500,1228.205000,1227.668000,1228.002000,31840,2017-05-09 04:45:00,2017-05-09 05:30:00,31841,31843,1225.679500,349,True,2017-05-09 06:30:00,5,True,3,5,5,1.000000,False
617,bearish,1226.240500,1225.571500,2017-05-09 12:00:00,0.836214,3.143931,1223.938500,True,ny_overlap,2017,2017-05-09 11:15:00,1225.749000,1226.240500,1225.571500,1225.835000,31867,2017-05-09 11:30:00,2017-05-09 12:00:00,31868,31869,1223.611500,349,True,2017-05-10 10:45:00,88,True,1,5,5,1.000000,False
618,bullish,1221.618500,1220.930500,2017-05-10 08:15:00,0.826607,5.365911,1223.985000,True,london,2017,2017-05-10 07:15:00,1221.610500,1221.618500,1220.930500,1221.137000,31943,2017-05-10 07:30:00,2017-05-10 08:15:00,31944,31946,1225.366000,350,True,2017-05-10 12:30:00,18,True,1,0,0,,True
619,bullish,1223.948500,1223.078500,2017-05-10 11:00:00,1.133500,2.350684,1225.366000,True,london,2017,2017-05-10 10:15:00,1223.698500,1223.948500,1223.078500,1223.475000,31955,2017-05-10 10:30:00,2017-05-10 11:00:00,31956,31957,1225.743000,350,True,2017-05-10 11:00:00,1,False,,2,2,1.000000,True
620,bearish,1223.758500,1222.880000,2017-05-10 15:00:00,1.438893,2.494974,1220.776000,False,ny_overlap,2017,2017-05-10 14:15:00,1222.960500,1223.758500,1222.880000,1223.363500,31971,2017-05-10 14:30:00,2017-05-10 15:00:00,31972,31973,1220.168500,350,True,2017-05-11 10:00:00,73,True,11,5,2,0.400000,False
621,bullish,1221.395000,1220.760000,2017-05-11 10:15:00,0.694500,3.126710,1222.729500,True,london,2017,2017-05-11 09:15:00,1221.384000,1221.395000,1220.760000,1221.015500,32043,2017-05-11 09:30:00,2017-05-11 10:15:00,32044,32046,1222.931500,351,True,2017-05-11 12:30:00,10,True,5,3,3,1.000000,True
622,bearish,1224.260500,1223.055500,2017-05-11 12:45:00,1.035750,3.559257,1220.760000,True,ny_overlap,2017,2017-05-11 11:45:00,1223.055500,1224.260500,1223.055500,1223.953500,32053,2017-05-11 12:00:00,2017-05-11 12:45:00,32054,32056,1220.574000,351,True,2017-05-11 13:45:00,5,False,,5,5,1.000000,False
623,bullish,1227.050500,1226.565000,2017-05-12 06:30:00,0.505286,3.512864,1227.100000,False,asian,2017,2017-05-12 05:45:00,1227.035500,1227.050500,1226.565000,1226.854000,32121,2017-05-12 06:00:00,2017-05-12 06:30:00,32122,32123,1228.340000,352,True,2017-05-12 07:00:00,3,True,1,0,0,,True
624,bearish,1230.055000,1229.181000,2017-05-12 16:45:00,1.339929,2.540807,1227.250000,True,ny_overlap,2017,2017-05-12 15:45:00,1229.441500,1230.055000,1229.181000,1229.559500,32161,2017-05-12 16:00:00,2017-05-12 16:45:00,32162,32164,1226.650500,352,True,2017-05-14 22:00:00,18,True,12,5,2,0.400000,False
625,bullish,1230.531500,1229.686000,2017-05-15 10:00:00,1.062714,3.207824,1232.793500,True,london,2017,2017-05-15 08:30:00,1230.531000,1230.531500,1229.686000,1229.961500,32224,2017-05-15 08:45:00,2017-05-15 10:00:00,32225,32229,1233.095000,353,True,2017-05-15 17:15:00,30,False,,3,3,1.000000,True
626,bullish,1235.380500,1234.003500,2017-05-16 12:45:00,0.892536,2.298507,1235.624500,False,ny_overlap,2017,2017-05-16 12:15:00,1234.937000,1235.380500,1234.003500,1234.545000,32331,2017-05-16 12:30:00,2017-05-16 12:45:00,32332,32332,1236.055000,354,True,2017-05-16 13:00:00,2,True,6,5,1,0.200000,False
627,bullish,1244.810000,1244.201500,2017-05-17 10:00:00,0.926393,2.009407,1244.763500,True,london,2017,2017-05-17 09:15:00,1244.717000,1244.810000,1244.201500,1244.595000,32411,2017-05-17 09:30:00,2017-05-17 10:00:00,32412,32413,1246.063000,355,True,2017-06-19 19:00:00,2138,False,,2,2,1.000000,True
628,bullish,1258.917000,1256.998000,2017-05-17 20:00:00,1.711393,2.511697,1260.387000,True,off_session,2017,2017-05-17 18:45:00,1258.701000,1258.917000,1256.998000,1257.165000,32449,2017-05-17 19:00:00,2017-05-17 20:00:00,32450,32453,1261.296500,355,True,2017-05-17 20:00:00,1,True,1,5,5,1.000000,False
629,bearish,1257.464000,1255.318500,2017-05-18 14:15:00,2.610214,2.289276,1253.913500,False,ny_overlap,2017,2017-05-18 13:45:00,1256.758000,1257.464000,1255.318500,1256.943000,32521,2017-05-18 14:00:00,2017-05-18 14:15:00,32522,32522,1251.488500,356,True,2017-05-18 15:45:00,7,True,7,5,0,0.000000,False
630,bearish,1255.191500,1253.770000,2017-05-18 18:00:00,2.263071,3.686583,1249.713000,True,off_session,2017,2017-05-18 17:00:00,1254.506500,1255.191500,1253.770000,1254.654500,32534,2017-05-18 17:15:00,2017-05-18 18:00:00,32535,32537,1246.848500,356,True,2017-05-19 10:30:00,63,True,14,5,0,0.000000,False
631,bullish,1248.397000,1247.728500,2017-05-19 06:30:00,0.873571,4.305887,1251.265000,True,asian,2017,2017-05-19 05:00:00,1248.357000,1248.397000,1247.728500,1247.942000,32578,2017-05-19 05:15:00,2017-05-19 06:30:00,32579,32583,1251.490000,357,True,2017-05-19 08:30:00,9,True,1,0,0,,True
