breaker_id,source_ob_id,source_ob_direction,flipped_direction,zone_high,zone_low,ob_creation_time,break_candle_time,break_candle_index,break_close_price,frozen_atr,displacement_atr,separation_confirm_time,separation_confirm_index,retest_time,retest_index,expired,valid_retest,bars_ob_creation_to_break,bars_break_to_separation,bars_break_to_retest,session,year,segment_id
876,2323,bearish,bullish,1699.029000,1694.605500,2021-03-05 13:45:00,2021-03-05 14:30:00,122217,1703.495500,3.360107,3.454949,2021-03-05 17:30:00,122229,2021-03-05 19:00:00,122235,False,True,3,12,18,ny_overlap,2021,1339
877,2327,bearish,bullish,1714.078500,1711.567000,2021-03-10 06:15:00,2021-03-10 07:00:00,122463,1715.018000,1.446964,2.933728,2021-03-10 07:15:00,122464,2021-03-10 07:45:00,122466,False,True,3,1,3,london,2021,1342
878,2329,bearish,bullish,1719.122500,1718.455500,2021-03-12 06:15:00,2021-03-12 18:15:00,122692,1720.104500,1.819571,3.820955,2021-03-12 18:30:00,122693,,,True,False,48,1,,off_session,2021,1344
879,2331,bullish,bearish,1730.951500,1728.509500,2021-03-15 13:15:00,2021-03-15 14:45:00,122774,1726.845000,2.598321,2.125603,2021-03-15 15:00:00,122775,2021-03-15 16:00:00,122779,False,True,6,1,5,ny_overlap,2021,1345
880,2332,bullish,bearish,1734.190000,1733.300500,2021-03-16 05:45:00,2021-03-16 07:00:00,122835,1731.185500,1.252179,2.331536,2021-03-16 07:15:00,122836,2021-03-16 09:45:00,122846,False,True,5,1,11,london,2021,1346
881,2333,bearish,bullish,1737.303000,1735.781500,2021-03-16 07:15:00,2021-03-16 14:30:00,122865,1739.774500,1.744429,6.311522,,,,,True,False,29,,,ny_overlap,2021,1346
882,2334,bullish,bearish,1735.027000,1733.058000,2021-03-16 14:30:00,2021-03-16 15:45:00,122870,1729.572500,3.341143,2.119335,2021-03-16 16:00:00,122871,2021-03-16 17:15:00,122876,False,True,5,1,6,ny_overlap,2021,1346
883,2335,bearish,bullish,1737.212500,1734.475000,2021-03-17 11:15:00,2021-03-17 18:15:00,122972,1742.990000,1.989607,3.311960,2021-03-17 18:30:00,122973,,,True,False,28,1,,off_session,2021,1347
884,2343,bullish,bearish,1733.363500,1731.666500,2021-03-24 10:15:00,2021-03-24 11:30:00,123405,1730.373500,1.998607,2.165758,2021-03-24 11:45:00,123406,2021-03-24 12:30:00,123409,False,True,5,1,4,london,2021,1352
885,2345,bearish,bullish,1735.261500,1733.425000,2021-03-25 07:15:00,2021-03-25 13:30:00,123505,1740.040000,1.756429,2.533266,2021-03-25 13:45:00,123506,2021-03-25 14:45:00,123510,False,True,25,1,5,ny_overlap,2021,1353
886,2346,bearish,bullish,1732.756500,1732.018500,2021-03-25 11:00:00,2021-03-25 13:30:00,123505,1740.040000,1.402143,2.004075,2021-03-25 13:45:00,123506,2021-03-25 15:45:00,123514,False,True,10,1,9,ny_overlap,2021,1353
887,2349,bullish,bearish,1728.043500,1726.787000,2021-03-26 09:45:00,2021-03-26 11:00:00,123587,1725.798500,1.881107,2.487631,2021-03-26 11:15:00,123588,2021-03-26 12:30:00,123593,False,True,5,1,6,london,2021,1354
888,2350,bearish,bullish,1728.183500,1725.721500,2021-03-26 11:30:00,2021-03-26 14:15:00,123600,1729.671500,2.171571,2.907342,2021-03-26 14:30:00,123601,,,True,False,11,1,,ny_overlap,2021,1354
889,2356,bearish,bullish,1688.791500,1686.925000,2021-03-31 12:30:00,2021-03-31 13:45:00,123874,1690.465000,2.054750,3.134931,2021-03-31 14:15:00,123876,,,True,False,5,2,,ny_overlap,2021,1357
890,2361,bullish,bearish,1734.351500,1733.300000,2021-04-06 05:00:00,2021-04-06 07:00:00,124123,1730.176500,1.198071,2.319979,2021-04-06 07:15:00,124124,2021-04-06 08:00:00,124127,False,True,8,1,4,london,2021,1360
891,2363,bearish,bullish,1738.610000,1735.948500,2021-04-07 11:30:00,2021-04-07 14:00:00,124243,1740.001500,2.019500,2.374350,2021-04-07 15:00:00,124247,2021-04-07 19:15:00,124264,False,True,10,4,21,ny_overlap,2021,1361
892,2366,bearish,bullish,1738.593500,1737.883500,2021-04-12 05:45:00,2021-04-12 06:15:00,124488,1739.828500,1.446929,2.288987,2021-04-12 06:30:00,124489,2021-04-12 07:30:00,124493,False,True,2,1,5,asian,2021,1364
893,2367,bullish,bearish,1742.295000,1740.338500,2021-04-12 11:30:00,2021-04-12 13:00:00,124515,1738.928500,1.777000,2.083005,2021-04-12 13:30:00,124517,,,True,False,6,2,,ny_overlap,2021,1364
894,2370,bearish,bullish,1730.805000,1729.658500,2021-04-13 05:45:00,2021-04-13 12:15:00,124604,1732.050000,1.581250,3.627826,2021-04-13 12:30:00,124605,2021-04-13 12:45:00,124606,False,True,26,1,2,ny_overlap,2021,1365
895,2376,bullish,bearish,1781.025000,1777.788500,2021-04-19 07:45:00,2021-04-19 12:15:00,124972,1776.321500,2.195321,3.184727,2021-04-19 13:15:00,124976,,,True,False,18,4,,ny_overlap,2021,1369
896,2378,bearish,bullish,1774.336500,1768.881500,2021-04-20 08:30:00,2021-04-20 14:15:00,125072,1776.228500,2.865107,3.138277,2021-04-20 14:30:00,125073,2021-04-20 15:00:00,125075,False,True,23,1,3,ny_overlap,2021,1370
897,2382,bearish,bullish,1786.216500,1785.082500,2021-04-23 05:45:00,2021-04-23 10:45:00,125334,1787.080000,1.185821,2.873114,2021-04-23 11:00:00,125335,2021-04-23 11:15:00,125336,False,True,20,1,2,london,2021,1373
898,2383,bullish,bearish,1787.640000,1785.354500,2021-04-23 11:45:00,2021-04-23 14:00:00,125347,1781.605000,1.657929,2.927750,2021-04-23 14:15:00,125348,,,True,False,9,1,,ny_overlap,2021,1373
899,2385,bearish,bullish,1780.745500,1779.368500,2021-04-26 12:00:00,2021-04-26 20:45:00,125466,1781.958500,1.892679,3.057571,2021-04-26 21:00:00,125467,,,True,False,35,1,,off_session,2021,1374
900,2386,bullish,bearish,1783.468500,1780.546500,2021-04-27 12:30:00,2021-04-27 13:45:00,125530,1779.506500,2.056000,2.477383,2021-04-27 15:30:00,125537,,,True,False,5,7,,ny_overlap,2021,1375
901,2388,bearish,bullish,1769.451500,1767.690000,2021-04-28 07:15:00,2021-04-28 08:45:00,125602,1770.251500,1.390786,2.263469,2021-04-28 09:00:00,125603,2021-04-28 09:15:00,125604,False,True,6,1,2,london,2021,1376
902,2393,bearish,bullish,1789.125000,1788.545000,2021-05-04 05:15:00,2021-05-04 13:30:00,125989,1790.256500,1.056464,2.407559,2021-05-04 14:00:00,125991,2021-05-04 15:15:00,125996,False,True,33,2,7,ny_overlap,2021,1380
903,2394,bearish,bullish,1786.255000,1784.913500,2021-05-04 10:15:00,2021-05-04 13:00:00,125987,1788.408500,2.106107,2.207865,2021-05-04 13:15:00,125988,2021-05-04 15:15:00,125996,False,True,11,1,9,ny_overlap,2021,1380
904,2395,bullish,bearish,1786.088500,1780.816500,2021-05-04 13:15:00,2021-05-04 15:15:00,125996,1777.693000,2.539286,4.015105,2021-05-04 16:15:00,126000,,,True,False,8,4,,ny_overlap,2021,1380
905,2397,bearish,bullish,1779.441500,1778.146500,2021-05-05 12:30:00,2021-05-05 13:00:00,126079,1781.841500,1.967393,3.194583,2021-05-05 13:15:00,126080,2021-05-05 13:30:00,126081,False,True,2,1,2,ny_overlap,2021,1381
906,2402,bullish,bearish,1839.805500,1837.505000,2021-05-10 12:00:00,2021-05-10 16:45:00,126370,1836.435000,1.972286,2.344995,2021-05-10 17:30:00,126373,2021-05-10 18:15:00,126376,False,True,19,3,6,ny_overlap,2021,1384
907,2403,bullish,bearish,1837.294500,1834.805000,2021-05-11 10:15:00,2021-05-11 13:00:00,126447,1826.700000,2.099893,2.586322,2021-05-11 13:15:00,126448,2021-05-11 16:15:00,126460,False,True,11,1,13,ny_overlap,2021,1385
908,2406,bearish,bullish,1835.031500,1832.396500,2021-05-12 12:45:00,2021-05-12 13:00:00,126539,1839.920000,2.558107,5.307440,2021-05-12 13:15:00,126540,2021-05-12 13:30:00,126541,False,True,1,1,2,ny_overlap,2021,1386
909,2407,bullish,bearish,1835.801500,1833.073500,2021-05-12 13:00:00,2021-05-12 13:30:00,126541,1830.769000,2.902714,2.681284,2021-05-12 14:30:00,126545,,,True,False,2,4,,ny_overlap,2021,1386
910,2413,bearish,bullish,1868.898500,1867.808500,2021-05-18 11:30:00,2021-05-18 12:00:00,126903,1870.180000,1.492321,2.396937,2021-05-18 12:15:00,126904,2021-05-18 13:00:00,126907,False,True,2,1,4,ny_overlap,2021,1390
911,2414,bullish,bearish,1867.501500,1865.321500,2021-05-18 12:15:00,2021-05-18 14:00:00,126911,1864.048500,1.578357,4.365298,,,,,True,False,7,,,ny_overlap,2021,1390
912,2415,bullish,bearish,1868.894500,1867.383500,2021-05-19 06:00:00,2021-05-19 08:45:00,126982,1864.050000,1.474464,3.492794,2021-05-19 09:00:00,126983,2021-05-19 13:00:00,126999,False,True,11,1,17,london,2021,1391
913,2416,bearish,bullish,1869.955000,1866.650000,2021-05-19 08:45:00,2021-05-19 13:00:00,126999,1872.588500,2.626071,2.269550,2021-05-19 14:00:00,127003,2021-05-19 18:15:00,127020,False,True,17,4,21,ny_overlap,2021,1391
914,2419,bullish,bearish,1875.616500,1872.736500,2021-05-21 08:15:00,2021-05-21 16:15:00,127196,1871.191500,1.502643,3.579360,,,,,True,False,32,,,ny_overlap,2021,1393
915,2420,bearish,bullish,1882.933500,1881.758500,2021-05-24 08:45:00,2021-05-24 12:30:00,127273,1884.666500,1.940536,3.960504,2021-05-24 15:00:00,127283,2021-05-24 15:45:00,127286,False,True,15,10,13,ny_overlap,2021,1394
916,2423,bullish,bearish,1906.536500,1904.486500,2021-05-26 08:00:00,2021-05-26 13:15:00,127460,1902.655000,2.113429,2.722354,2021-05-26 14:15:00,127464,2021-05-26 14:30:00,127465,False,True,21,4,5,ny_overlap,2021,1396
917,2424,bullish,bearish,1906.121500,1905.146500,2021-05-26 12:30:00,2021-05-26 13:15:00,127460,1902.655000,2.198179,2.658337,2021-05-26 13:30:00,127461,2021-05-26 13:45:00,127462,False,True,3,1,2,ny_overlap,2021,1396
918,2427,bearish,bullish,1896.960000,1895.458500,2021-05-27 12:00:00,2021-05-27 19:15:00,127576,1898.456500,2.399679,2.185084,2021-05-27 19:30:00,127577,2021-05-27 20:45:00,127582,False,True,29,1,6,off_session,2021,1397
919,2429,bearish,bullish,1892.125000,1891.030000,2021-05-28 12:15:00,2021-05-28 13:15:00,127644,1896.325000,1.895357,5.166045,2021-05-28 13:30:00,127645,,,True,False,4,1,,ny_overlap,2021,1398
920,2433,bullish,bearish,1911.628500,1910.653500,2021-06-01 06:30:00,2021-06-01 08:30:00,127793,1908.343500,1.338429,3.449194,2021-06-01 08:45:00,127794,2021-06-01 09:00:00,127795,False,True,8,1,2,london,2021,1400
921,2439,bearish,bullish,1887.337000,1884.880500,2021-06-07 06:00:00,2021-06-07 13:15:00,128180,1889.705000,1.572250,2.427731,2021-06-07 13:30:00,128181,2021-06-07 13:45:00,128182,False,True,29,1,2,ny_overlap,2021,1404
922,2441,bullish,bearish,1896.300000,1894.965000,2021-06-08 12:00:00,2021-06-08 13:00:00,128271,1893.125000,1.946750,2.714781,2021-06-08 13:45:00,128274,2021-06-08 14:15:00,128276,False,True,4,3,5,ny_overlap,2021,1405
923,2443,bearish,bullish,1894.418500,1893.913500,2021-06-09 06:15:00,2021-06-09 13:15:00,128364,1895.200000,1.387786,2.130732,,,,,True,False,28,,,ny_overlap,2021,1406
924,2444,bullish,bearish,1896.580000,1893.665000,2021-06-09 13:45:00,2021-06-09 14:15:00,128368,1890.390000,2.487000,2.161238,2021-06-09 14:30:00,128369,,,True,False,2,1,,ny_overlap,2021,1406
925,2445,bearish,bullish,1887.375000,1886.565000,2021-06-10 05:45:00,2021-06-10 13:00:00,128455,1891.031500,1.387250,3.341143,2021-06-10 13:15:00,128456,2021-06-10 13:30:00,128457,False,True,29,1,2,ny_overlap,2021,1407
926,2446,bearish,bullish,1881.220000,1879.540000,2021-06-10 12:00:00,2021-06-10 12:45:00,128454,1885.795000,1.760107,2.889029,2021-06-10 13:00:00,128455,,,True,False,3,1,,ny_overlap,2021,1407
927,2449,bullish,bearish,1900.697500,1898.980000,2021-06-11 06:15:00,2021-06-11 08:15:00,128528,1896.065000,1.328893,2.377919,2021-06-11 08:30:00,128529,,,True,False,8,1,,london,2021,1408
928,2452,bearish,bullish,1860.710000,1858.855000,2021-06-16 11:00:00,2021-06-16 18:00:00,128843,1861.996500,1.479071,3.840247,,,,,True,False,28,,,off_session,2021,1411
929,2453,bullish,bearish,1857.105000,1855.523500,2021-06-16 16:15:00,2021-06-16 18:15:00,128844,1839.140000,2.553643,2.119130,2021-06-16 18:30:00,128845,,,True,False,8,1,,off_session,2021,1411
930,2454,bullish,bearish,1859.325000,1857.990000,2021-06-16 18:00:00,2021-06-16 18:15:00,128844,1839.140000,2.022714,2.706017,2021-06-16 18:30:00,128845,,,True,False,1,1,,off_session,2021,1411
931,2456,bullish,bearish,1784.790000,1782.775000,2021-06-18 07:30:00,2021-06-18 12:30:00,129005,1778.950000,2.160357,2.242685,2021-06-18 12:45:00,129006,,,True,False,20,1,,ny_overlap,2021,1413
932,2462,bullish,bearish,1779.644500,1778.295000,2021-06-22 19:00:00,2021-06-22 20:00:00,129219,1776.465000,1.902964,2.572303,2021-06-22 20:15:00,129220,2021-06-22 20:45:00,129222,False,True,4,1,3,off_session,2021,1415
933,2463,bullish,bearish,1784.405000,1782.331500,2021-06-23 12:15:00,2021-06-23 12:45:00,129282,1781.320000,1.963179,2.250432,2021-06-23 18:30:00,129305,,,True,False,2,23,,ny_overlap,2021,1416
934,2469,bearish,bullish,1771.580000,1770.575000,2021-06-29 11:30:00,2021-06-29 11:45:00,129646,1772.825000,2.077821,3.489232,,,,,True,False,1,,,london,2021,1420
935,2470,bearish,bullish,1762.150000,1761.175000,2021-06-30 04:45:00,2021-06-30 14:45:00,129750,1763.080000,1.555321,2.521987,2021-06-30 15:00:00,129751,,,True,False,40,1,,ny_overlap,2021,1421
936,2472,bullish,bearish,1776.200000,1774.375000,2021-07-01 11:30:00,2021-07-01 15:15:00,129844,1770.610000,2.075429,2.647646,2021-07-01 15:30:00,129845,2021-07-01 17:15:00,129852,False,True,15,1,8,ny_overlap,2021,1422
937,2473,bearish,bullish,1778.375000,1776.865000,2021-07-01 12:45:00,2021-07-01 13:30:00,129837,1780.550000,2.379893,2.468599,2021-07-01 14:00:00,129839,2021-07-01 14:15:00,129840,False,True,3,2,3,ny_overlap,2021,1422
938,2481,bearish,bullish,1801.830000,1799.533500,2021-07-09 06:30:00,2021-07-09 07:45:00,130350,1803.845000,1.892179,2.092826,2021-07-09 08:00:00,130351,2021-07-09 08:30:00,130353,False,True,5,1,3,london,2021,1428
939,2483,bearish,bullish,1804.100000,1802.365000,2021-07-12 10:15:00,2021-07-12 14:45:00,130470,1806.145000,2.179036,2.471277,2021-07-12 16:15:00,130476,2021-07-12 17:30:00,130481,False,True,18,6,11,ny_overlap,2021,1429
940,2485,bullish,bearish,1808.518500,1807.233500,2021-07-13 12:15:00,2021-07-13 13:00:00,130555,1800.460000,1.723607,3.188952,,,,,True,False,3,,,ny_overlap,2021,1430
941,2487,bullish,bearish,1827.215000,1825.810000,2021-07-15 06:00:00,2021-07-15 10:30:00,130729,1824.140000,1.420536,2.996053,2021-07-15 11:15:00,130732,2021-07-15 11:30:00,130733,False,True,18,3,4,london,2021,1432
942,2490,bearish,bullish,1823.445000,1822.830000,2021-07-16 11:00:00,2021-07-16 13:45:00,130834,1825.140000,1.932786,3.117262,,,,,True,False,11,,,ny_overlap,2021,1433
943,2493,bullish,bearish,1817.445000,1814.985000,2021-07-20 12:15:00,2021-07-20 14:45:00,131022,1812.330000,2.322964,2.086343,2021-07-20 15:00:00,131023,,,True,False,10,1,,ny_overlap,2021,1435
944,2496,bearish,bullish,1803.435000,1801.083500,2021-07-22 08:15:00,2021-07-22 15:30:00,131209,1807.475000,1.870214,4.215292,2021-07-22 15:45:00,131210,,,True,False,29,1,,ny_overlap,2021,1437
945,2498,bullish,bearish,1807.726500,1806.240000,2021-07-23 08:00:00,2021-07-23 08:45:00,131274,1804.915000,1.839571,2.254058,2021-07-23 09:00:00,131275,,,True,False,3,1,,london,2021,1438
946,2502,bearish,bullish,1799.814000,1799.020000,2021-07-27 06:00:00,2021-07-27 12:15:00,131472,1802.730000,1.222607,4.192271,2021-07-27 12:30:00,131473,2021-07-27 14:15:00,131480,False,True,25,1,8,ny_overlap,2021,1440
947,2506,bearish,bullish,1800.250000,1798.826500,2021-07-28 12:00:00,2021-07-28 15:15:00,131576,1801.901500,1.802071,2.667208,2021-07-28 15:30:00,131577,2021-07-28 15:45:00,131578,False,True,13,1,2,ny_overlap,2021,1441
948,2507,bearish,bullish,1802.620000,1800.701500,2021-07-28 18:15:00,2021-07-28 19:30:00,131593,1805.599500,1.925929,5.148685,2021-07-28 19:45:00,131594,,,True,False,5,1,,off_session,2021,1441
949,2511,bearish,bullish,1813.415000,1811.363500,2021-08-02 06:30:00,2021-08-02 14:45:00,131850,1814.905000,1.497786,3.701130,2021-08-02 15:00:00,131851,2021-08-02 16:00:00,131855,False,True,33,1,5,ny_overlap,2021,1444
950,2512,bearish,bullish,1811.725500,1808.641500,2021-08-02 12:30:00,2021-08-02 14:15:00,131848,1812.965000,1.810393,3.250952,2021-08-02 14:30:00,131849,,,True,False,7,1,,ny_overlap,2021,1444
951,2514,bearish,bullish,1811.510000,1810.650000,2021-08-03 06:30:00,2021-08-03 13:00:00,131935,1812.711500,1.273607,2.359440,2021-08-03 14:00:00,131939,2021-08-03 14:15:00,131940,False,True,26,4,5,ny_overlap,2021,1445
952,2515,bearish,bullish,1811.035000,1810.095000,2021-08-03 12:30:00,2021-08-03 13:00:00,131935,1812.711500,1.569643,2.329192,2021-08-03 14:00:00,131939,2021-08-03 14:30:00,131941,False,True,2,4,6,ny_overlap,2021,1445
953,2517,bearish,bullish,1815.178500,1814.560000,2021-08-04 08:45:00,2021-08-04 11:30:00,132021,1816.295000,1.612071,2.519429,2021-08-04 11:45:00,132022,2021-08-04 14:30:00,132033,False,True,11,1,12,london,2021,1446
954,2518,bullish,bearish,1813.950000,1813.355000,2021-08-04 11:30:00,2021-08-04 14:30:00,132033,1811.345000,1.392750,2.383773,2021-08-04 14:45:00,132034,,,True,False,12,1,,ny_overlap,2021,1446
955,2520,bearish,bullish,1811.540000,1810.945000,2021-08-05 05:45:00,2021-08-05 07:45:00,132098,1812.415000,0.909357,2.760192,2021-08-05 08:00:00,132099,2021-08-05 08:15:00,132100,False,True,8,1,2,london,2021,1447
956,2526,bullish,bearish,1751.780000,1750.640000,2021-08-12 06:45:00,2021-08-12 11:15:00,132572,1749.950000,1.372786,3.886258,2021-08-12 12:45:00,132578,2021-08-12 15:45:00,132590,False,True,18,6,18,london,2021,1452
957,2527,bearish,bullish,1752.670000,1750.505000,2021-08-12 12:15:00,2021-08-12 16:15:00,132592,1753.825000,1.699000,2.243967,2021-08-12 18:45:00,132602,2021-08-12 19:00:00,132603,False,True,16,10,11,ny_overlap,2021,1452
958,2531,bearish,bullish,1776.410000,1773.823500,2021-08-16 11:45:00,2021-08-16 12:45:00,132762,1781.232000,1.644786,3.085508,2021-08-16 13:00:00,132763,,,True,False,4,1,,ny_overlap,2021,1454
959,2533,bullish,bearish,1788.121500,1787.060000,2021-08-17 05:45:00,2021-08-17 14:15:00,132860,1782.465000,1.387643,3.431358,2021-08-17 14:45:00,132862,,,True,False,34,2,,ny_overlap,2021,1455
960,2535,bullish,bearish,1789.555000,1788.800000,2021-08-18 06:15:00,2021-08-18 08:15:00,132928,1787.850000,1.211357,2.971873,2021-08-18 08:30:00,132929,2021-08-18 10:00:00,132935,False,True,8,1,7,london,2021,1456
961,2536,bearish,bullish,1788.843500,1787.645000,2021-08-18 11:15:00,2021-08-18 12:30:00,132945,1789.821000,1.570786,2.688782,,,,,True,False,5,,,ny_overlap,2021,1456
962,2540,bullish,bearish,1804.602000,1803.612000,2021-08-24 12:15:00,2021-08-24 21:00:00,133347,1802.910000,1.368500,2.337961,,,,,True,False,35,,,off_session,2021,1460
963,2542,bearish,bullish,1794.467000,1793.037000,2021-08-25 11:30:00,2021-08-25 13:00:00,133407,1795.715000,1.686786,2.445776,2021-08-25 13:15:00,133408,2021-08-25 13:30:00,133409,False,True,6,1,2,ny_overlap,2021,1461
964,2543,bullish,bearish,1795.788000,1792.340500,2021-08-25 13:00:00,2021-08-25 13:45:00,133410,1790.630000,2.231500,2.433117,2021-08-25 14:15:00,133412,2021-08-25 18:30:00,133429,False,True,3,2,19,ny_overlap,2021,1461
965,2544,bearish,bullish,1789.899500,1787.859500,2021-08-26 12:45:00,2021-08-26 14:30:00,133505,1791.179500,2.210929,3.773980,2021-08-26 15:15:00,133508,,,True,False,7,3,,ny_overlap,2021,1462
966,2549,bullish,bearish,1815.190000,1813.935000,2021-09-01 06:15:00,2021-09-01 07:30:00,133845,1812.831500,1.243536,2.537121,2021-09-01 07:45:00,133846,2021-09-01 09:45:00,133854,False,True,5,1,9,london,2021,1466
967,2550,bearish,bullish,1813.825000,1811.560000,2021-09-01 08:15:00,2021-09-01 12:45:00,133866,1817.467500,1.846107,2.410478,2021-09-01 13:00:00,133867,2021-09-01 13:15:00,133868,False,True,18,1,2,ny_overlap,2021,1466
968,2551,bullish,bearish,1814.010000,1811.981500,2021-09-01 12:45:00,2021-09-01 15:00:00,133875,1809.928500,1.853857,3.295022,2021-09-01 15:15:00,133876,2021-09-01 15:30:00,133877,False,True,9,1,2,ny_overlap,2021,1466
969,2552,bullish,bearish,1815.125000,1813.213500,2021-09-02 12:00:00,2021-09-02 12:45:00,133958,1811.421500,1.132679,2.539114,2021-09-02 13:30:00,133961,2021-09-02 14:00:00,133963,False,True,3,3,5,ny_overlap,2021,1467
970,2557,bullish,bearish,1796.261000,1794.330000,2021-09-08 07:45:00,2021-09-08 13:45:00,134314,1792.122000,1.625321,4.309609,2021-09-08 14:00:00,134315,2021-09-08 15:15:00,134320,False,True,24,1,6,ny_overlap,2021,1471
971,2558,bullish,bearish,1798.761000,1796.422000,2021-09-08 12:15:00,2021-09-08 13:45:00,134314,1792.122000,1.603036,3.612521,2021-09-08 14:00:00,134315,,,True,False,6,1,,ny_overlap,2021,1471
972,2560,bullish,bearish,1789.070000,1787.909500,2021-09-09 07:30:00,2021-09-09 14:45:00,134410,1785.732000,1.306107,2.678570,,,,,True,False,29,,,ny_overlap,2021,1472
973,2563,bearish,bullish,1791.729500,1788.941500,2021-09-13 12:45:00,2021-09-13 14:00:00,134591,1793.955000,1.566107,3.108344,2021-09-13 14:15:00,134592,2021-09-13 18:00:00,134607,False,True,5,1,16,ny_overlap,2021,1474
974,2565,bearish,bullish,1794.891500,1792.460000,2021-09-14 08:15:00,2021-09-14 13:00:00,134679,1797.223500,1.626679,4.117593,2021-09-14 13:15:00,134680,2021-09-14 13:45:00,134682,False,True,19,1,3,ny_overlap,2021,1475
975,2567,bearish,bullish,1804.408500,1802.378000,2021-09-15 06:30:00,2021-09-15 12:30:00,134769,1806.717000,1.076429,3.233378,,,,,True,False,24,,,ny_overlap,2021,1476
976,2568,bullish,bearish,1803.193000,1801.388000,2021-09-15 12:15:00,2021-09-15 13:00:00,134771,1796.689500,1.433714,2.171981,2021-09-15 13:15:00,134772,,,True,False,3,1,,ny_overlap,2021,1476
977,2572,bullish,bearish,1776.557000,1775.840000,2021-09-22 06:00:00,2021-09-22 08:30:00,135213,1774.654500,1.280714,2.847630,2021-09-22 09:15:00,135216,2021-09-22 09:45:00,135218,False,True,10,3,5,london,2021,1481
978,2573,bearish,bullish,1779.831500,1778.244500,2021-09-22 08:15:00,2021-09-22 18:15:00,135252,1785.840000,1.783714,2.799495,2021-09-22 18:30:00,135253,2021-09-22 18:45:00,135254,False,True,40,1,2,off_session,2021,1481
979,2574,bearish,bullish,1778.451500,1773.544500,2021-09-22 14:00:00,2021-09-22 18:15:00,135252,1785.840000,2.298821,2.154147,2021-09-22 18:30:00,135253,2021-09-22 18:45:00,135254,False,True,17,1,2,off_session,2021,1481
980,2575,bullish,bearish,1778.193000,1775.738000,2021-09-22 18:15:00,2021-09-22 18:45:00,135254,1769.930000,2.917286,3.810048,2021-09-22 19:00:00,135255,,,True,False,2,1,,off_session,2021,1481
981,2576,bearish,bullish,1776.970000,1775.398000,2021-09-22 18:15:00,2021-09-22 18:30:00,135253,1784.278000,2.917286,2.818373,,,,,True,False,1,,,off_session,2021,1481
982,2577,bearish,bullish,1764.430000,1763.108000,2021-09-23 07:15:00,2021-09-23 07:45:00,135302,1766.876500,1.483000,2.710722,2021-09-23 08:00:00,135303,2021-09-23 13:00:00,135323,False,True,2,1,21,london,2021,1482
983,2582,bullish,bearish,1739.668500,1737.073000,2021-09-29 07:15:00,2021-09-29 14:15:00,135696,1731.430000,1.766964,2.919414,2021-09-29 14:30:00,135697,,,True,False,28,1,,ny_overlap,2021,1486
984,2584,bearish,bullish,1731.700000,1729.411000,2021-09-30 10:30:00,2021-09-30 13:00:00,135783,1737.179000,2.285464,2.367134,2021-09-30 13:15:00,135784,,,True,False,10,1,,ny_overlap,2021,1487
985,2586,bullish,bearish,1755.381500,1753.335000,2021-10-01 07:15:00,2021-10-01 08:15:00,135856,1752.360000,1.928679,2.066959,,,,,True,False,4,,,london,2021,1488
986,2587,bearish,bullish,1755.095000,1753.088500,2021-10-01 12:15:00,2021-10-01 12:45:00,135874,1757.171500,2.142679,2.396533,2021-10-01 13:00:00,135875,2021-10-01 13:45:00,135878,False,True,2,1,4,ny_overlap,2021,1488
987,2589,bearish,bullish,1761.624000,1760.766500,2021-10-04 06:45:00,2021-10-04 14:45:00,135974,1767.256500,1.388964,3.005117,2021-10-04 15:00:00,135975,,,True,False,32,1,,ny_overlap,2021,1489
988,2591,bullish,bearish,1757.540000,1756.333500,2021-10-05 12:30:00,2021-10-05 13:15:00,136060,1753.406500,1.909250,2.688490,2021-10-05 13:30:00,136061,2021-10-05 13:45:00,136062,False,True,3,1,2,ny_overlap,2021,1490
989,2595,bullish,bearish,1760.265000,1759.330000,2021-10-08 11:30:00,2021-10-08 15:30:00,136345,1757.725000,1.516643,2.620920,2021-10-08 15:45:00,136346,2021-10-08 16:30:00,136349,False,True,16,1,4,ny_overlap,2021,1493
990,2596,bearish,bullish,1757.245000,1754.608500,2021-10-11 13:00:00,2021-10-11 13:45:00,136430,1759.005000,1.832536,3.820935,2021-10-11 14:15:00,136432,2021-10-11 14:45:00,136434,False,True,3,2,4,ny_overlap,2021,1494
991,2597,bullish,bearish,1760.165000,1758.615000,2021-10-12 11:00:00,2021-10-12 12:45:00,136518,1754.648500,1.707179,2.760988,,,,,True,False,7,,,ny_overlap,2021,1495
992,2598,bearish,bullish,1762.586500,1760.588500,2021-10-12 12:45:00,2021-10-12 14:00:00,136523,1768.533500,2.393464,3.575570,2021-10-12 14:15:00,136524,2021-10-12 14:45:00,136526,False,True,5,1,3,ny_overlap,2021,1495
993,2599,bearish,bullish,1777.035000,1773.664000,2021-10-13 12:45:00,2021-10-13 13:45:00,136614,1778.788000,3.147321,5.963325,2021-10-13 14:00:00,136615,,,True,False,4,1,,ny_overlap,2021,1496
994,2602,bullish,bearish,1780.743000,1779.757000,2021-10-19 12:30:00,2021-10-19 13:45:00,136982,1777.655000,2.302250,2.124009,2021-10-19 14:15:00,136984,,,True,False,5,2,,ny_overlap,2021,1500
995,2605,bullish,bearish,1787.465000,1786.590000,2021-10-22 06:30:00,2021-10-22 16:00:00,137267,1785.923000,1.044429,2.326631,,,,,True,False,38,,,ny_overlap,2021,1503
