symbol,strategy,rr,gate,year,month,n,net_r,random_net_r
XAUUSD,compression_only,1.5,none,2021,6,16,1.583347,-16.408094
XAUUSD,compression_only,1.5,none,2021,7,18,-7.173707,-14.672336
XAUUSD,compression_only,1.5,none,2021,8,20,-2.327203,-13.000456
XAUUSD,compression_only,1.5,none,2021,9,12,4.646373,-13.306073
XAUUSD,compression_only,1.5,none,2021,10,15,6.535779,-1.015150
XAUUSD,compression_only,1.5,none,2021,11,23,5.101326,-8.557674
XAUUSD,compression_only,1.5,none,2021,12,26,-6.760640,-5.094703
XAUUSD,compression_only,1.5,none,2022,1,23,1.839982,-12.076813
XAUUSD,compression_only,1.5,none,2022,2,20,7.944944,-11.811602
XAUUSD,compression_only,1.5,none,2022,3,21,14.770429,-6.305786
XAUUSD,compression_only,1.5,none,2022,4,21,7.175857,-1.026189
XAUUSD,compression_only,1.5,none,2022,5,21,3.396955,-6.503992
XAUUSD,compression_only,1.5,none,2022,6,22,11.337244,-7.209709
XAUUSD,compression_only,1.5,none,2022,7,19,2.845493,-13.240419
XAUUSD,compression_only,1.5,none,2022,8,27,1.626413,-12.316416
XAUUSD,compression_only,1.5,none,2022,9,22,20.176888,-2.820894
XAUUSD,compression_only,1.5,none,2022,10,16,3.184249,-17.436253
XAUUSD,compression_only,1.5,none,2022,11,19,-4.607636,-15.231764
XAUUSD,compression_only,1.5,none,2022,12,25,-1.399688,-18.486119
XAUUSD,compression_only,1.5,none,2023,1,18,4.883068,-6.907717
XAUUSD,compression_only,1.5,none,2023,2,22,3.395596,-15.602861
XAUUSD,compression_only,1.5,none,2023,3,27,12.289444,-18.164548
XAUUSD,compression_only,1.5,none,2023,4,13,9.554597,0.811193
XAUUSD,compression_only,1.5,none,2023,5,27,-1.223940,-23.869150
XAUUSD,compression_only,1.5,none,2023,6,20,-2.733763,-8.836966
XAUUSD,compression_only,1.5,none,2023,7,12,8.312283,-13.497553
XAUUSD,compression_only,1.5,none,2023,8,17,-8.151516,-9.522829
XAUUSD,compression_only,1.5,none,2023,9,14,0.489558,-10.019187
XAUUSD,compression_only,1.5,none,2023,10,26,9.247416,-12.916551
XAUUSD,compression_only,1.5,none,2023,11,22,9.044578,-9.742436
XAUUSD,compression_only,1.5,none,2023,12,22,11.947544,-12.867278
XAUUSD,compression_only,1.5,none,2024,1,26,-6.049510,-23.770568
XAUUSD,compression_only,1.5,none,2024,2,24,7.414354,-7.391036
XAUUSD,compression_only,1.5,none,2024,3,21,18.950239,-9.873914
XAUUSD,compression_only,1.5,none,2024,4,23,15.873536,-7.972527
XAUUSD,compression_only,1.5,none,2024,5,21,3.078917,-9.512976
XAUUSD,compression_only,1.5,none,2024,6,23,8.421303,-0.694409
XAUUSD,compression_only,1.5,none,2024,7,21,-4.218339,-3.908286
XAUUSD,compression_only,1.5,none,2024,8,26,1.728734,-18.594137
XAUUSD,compression_only,1.5,none,2024,9,19,2.140301,-9.844388
XAUUSD,compression_only,1.5,none,2024,10,17,0.601275,-27.661162
XAUUSD,compression_only,1.5,none,2024,11,19,6.613481,-14.111568
XAUUSD,compression_only,1.5,none,2024,12,17,-1.264206,-17.284800
XAUUSD,compression_only,1.5,none,2025,1,20,11.074746,-6.264880
XAUUSD,compression_only,1.5,none,2025,2,18,13.577963,-15.241165
XAUUSD,compression_only,1.5,none,2025,3,19,4.826137,-10.028715
XAUUSD,compression_only,1.5,none,2025,4,24,3.144623,-14.782202
XAUUSD,compression_only,1.5,none,2025,5,18,9.109801,-11.236016
XAUUSD,compression_only,1.5,none,2025,6,14,10.147103,-7.822671
XAUUSD,compression_only,1.5,none,2025,7,15,7.577258,-2.832526
XAUUSD,compression_only,1.5,none,2025,8,20,-4.655121,-11.900560
XAUUSD,compression_only,1.5,none,2025,9,15,6.873119,-11.540378
XAUUSD,compression_only,1.5,none,2025,10,27,27.049442,-1.329211
XAUUSD,compression_only,1.5,none,2025,11,24,7.487348,-12.699375
XAUUSD,compression_only,1.5,none,2025,12,25,-5.826182,-14.884004
XAUUSD,compression_only,1.5,none,2026,1,16,-9.338464,-12.685478
XAUUSD,compression_only,1.5,none,2026,2,29,-0.546924,0.829091
XAUUSD,compression_only,1.5,none,2026,3,29,21.261342,-1.282130
XAUUSD,compression_only,1.5,none,2026,4,20,14.153443,-11.859570
XAUUSD,compression_only,1.5,none,2026,5,19,-2.479739,-3.241764
XAUUSD,compression_only,1.5,none,2026,6,11,1.728506,-17.210376
XAUUSD,compression_only,2.0,none,2016,1,19,15.941683,2.189933
XAUUSD,compression_only,2.0,none,2016,2,25,31.002371,-15.188860
XAUUSD,compression_only,2.0,none,2016,3,30,-0.080067,-16.966235
XAUUSD,compression_only,2.0,none,2016,4,22,11.526253,-3.437115
XAUUSD,compression_only,2.0,none,2016,5,23,14.546691,-15.802215
XAUUSD,compression_only,2.0,none,2016,6,27,12.385461,-38.702406
XAUUSD,compression_only,2.0,none,2016,7,21,-5.947158,-3.819395
XAUUSD,compression_only,2.0,none,2016,8,26,13.881996,-18.307517
XAUUSD,compression_only,2.0,none,2016,9,25,-25.764443,-19.947789
XAUUSD,compression_only,2.0,none,2016,10,24,0.120625,-26.358547
XAUUSD,compression_only,2.0,none,2016,11,25,1.895921,-25.452982
XAUUSD,compression_only,2.0,none,2016,12,23,1.278889,-9.390099
XAUUSD,compression_only,2.0,none,2017,1,24,-7.255646,-26.240723
XAUUSD,compression_only,2.0,none,2017,2,32,-1.547045,-28.847534
XAUUSD,compression_only,2.0,none,2017,3,29,-11.837102,-39.770149
XAUUSD,compression_only,2.0,none,2017,4,25,13.839998,-3.737651
XAUUSD,compression_only,2.0,none,2017,5,26,0.623203,-32.600517
XAUUSD,compression_only,2.0,none,2017,6,25,1.465313,-44.412728
XAUUSD,compression_only,2.0,none,2017,7,22,15.560060,-1.149584
XAUUSD,compression_only,2.0,none,2017,8,24,25.850341,-42.324975
XAUUSD,compression_only,2.0,none,2017,9,25,7.148350,-17.759323
XAUUSD,compression_only,2.0,none,2017,10,29,11.634045,-18.846466
XAUUSD,compression_only,2.0,none,2017,11,25,9.945282,-32.638680
XAUUSD,compression_only,2.0,none,2017,12,26,10.138971,-3.241902
XAUUSD,compression_only,2.0,none,2018,1,26,13.838937,-6.314482
XAUUSD,compression_only,2.0,none,2018,2,22,14.096846,-31.516483
XAUUSD,compression_only,2.0,none,2018,3,31,18.073738,-23.376103
XAUUSD,compression_only,2.0,none,2018,4,21,5.430412,-14.727915
XAUUSD,compression_only,2.0,none,2018,5,22,1.164238,-15.326043
XAUUSD,compression_only,2.0,none,2018,6,18,15.505357,-29.823229
XAUUSD,compression_only,2.0,none,2018,7,25,-9.501878,-2.901772
XAUUSD,compression_only,2.0,none,2018,8,21,21.729509,-24.517231
XAUUSD,compression_only,2.0,none,2018,9,21,13.288296,-17.279964
XAUUSD,compression_only,2.0,none,2018,10,24,14.534224,-12.650479
XAUUSD,compression_only,2.0,none,2018,11,29,-0.659000,-22.615979
XAUUSD,compression_only,2.0,none,2018,12,28,4.141728,-13.215928
XAUUSD,compression_only,2.0,none,2019,1,22,2.982243,-19.861954
XAUUSD,compression_only,2.0,none,2019,2,29,7.243303,-34.515076
XAUUSD,compression_only,2.0,none,2019,3,27,16.245484,-31.340035
XAUUSD,compression_only,2.0,none,2019,4,22,-4.458228,-27.968255
XAUUSD,compression_only,2.0,none,2019,5,20,2.887450,-18.422170
XAUUSD,compression_only,2.0,none,2019,6,17,2.841155,2.242876
XAUUSD,compression_only,2.0,none,2019,7,29,-5.659031,-26.548193
XAUUSD,compression_only,2.0,none,2019,8,23,18.607537,-14.163091
XAUUSD,compression_only,2.0,none,2019,9,28,14.691518,-23.844324
XAUUSD,compression_only,2.0,none,2019,10,30,18.567882,-24.438245
XAUUSD,compression_only,2.0,none,2019,11,27,-30.299660,-16.841648
XAUUSD,compression_only,2.0,none,2019,12,26,2.241523,-16.710189
XAUUSD,compression_only,2.0,none,2020,1,22,11.583838,-20.273466
XAUUSD,compression_only,2.0,none,2020,2,22,6.454848,-13.293167
XAUUSD,compression_only,2.0,none,2020,3,36,6.993632,-43.184784
XAUUSD,compression_only,2.0,none,2020,4,25,7.541016,-25.650642
XAUUSD,compression_only,2.0,none,2020,5,23,22.224184,0.917502
XAUUSD,compression_only,2.0,none,2020,6,28,3.635824,-11.627911
XAUUSD,compression_only,2.0,none,2020,7,24,0.866993,-2.580678
XAUUSD,compression_only,2.0,none,2020,8,22,9.429862,-22.257964
XAUUSD,compression_only,2.0,none,2020,9,26,5.405383,0.114065
XAUUSD,compression_only,2.0,none,2020,10,20,0.784338,-11.869402
XAUUSD,compression_only,2.0,none,2020,11,21,1.805486,-33.768289
XAUUSD,compression_only,2.0,none,2020,12,23,5.889891,-23.948530
XAUUSD,compression_only,2.0,none,2021,1,20,16.125007,-8.121131
XAUUSD,compression_only,2.0,none,2021,2,19,8.139971,-13.927786
XAUUSD,compression_only,2.0,none,2021,3,26,5.501183,-16.776502
XAUUSD,compression_only,2.0,none,2021,4,22,-7.176039,-10.653080
XAUUSD,compression_only,2.0,none,2021,5,18,9.992324,-17.538300
XAUUSD,compression_only,2.0,none,2021,6,16,6.083347,-13.908094
XAUUSD,compression_only,2.0,none,2021,7,18,-6.230993,-18.221559
XAUUSD,compression_only,2.0,none,2021,8,20,-0.652380,-12.197976
XAUUSD,compression_only,2.0,none,2021,9,12,5.335479,-14.616966
XAUUSD,compression_only,2.0,none,2021,10,15,1.219405,-7.331524
XAUUSD,compression_only,2.0,none,2021,11,23,3.820869,-10.806077
XAUUSD,compression_only,2.0,none,2021,12,26,-3.406262,1.405297
XAUUSD,compression_only,2.0,none,2022,1,23,8.339982,-7.076813
XAUUSD,compression_only,2.0,none,2022,2,20,1.794491,-21.737823
XAUUSD,compression_only,2.0,none,2022,3,21,15.452534,-3.886140
XAUUSD,compression_only,2.0,none,2022,4,21,6.250361,1.215748
XAUUSD,compression_only,2.0,none,2022,5,21,9.396955,-1.503992
XAUUSD,compression_only,2.0,none,2022,6,22,14.225752,-5.811408
XAUUSD,compression_only,2.0,none,2022,7,19,6.752399,-12.333513
XAUUSD,compression_only,2.0,none,2022,8,27,10.126413,-9.604705
XAUUSD,compression_only,2.0,none,2022,9,22,20.642640,0.156218
XAUUSD,compression_only,2.0,none,2022,10,16,4.956804,-18.663698
XAUUSD,compression_only,2.0,none,2022,11,19,-2.233312,-12.731764
XAUUSD,compression_only,2.0,none,2022,12,25,5.100312,-13.986119
XAUUSD,compression_only,2.0,none,2023,1,18,10.383068,-2.407717
XAUUSD,compression_only,2.0,none,2023,2,22,0.137216,-18.623725
XAUUSD,compression_only,2.0,none,2023,3,27,5.636811,-16.181427
XAUUSD,compression_only,2.0,none,2023,4,13,14.554597,4.811193
XAUUSD,compression_only,2.0,none,2023,5,27,-4.637032,-23.579570
XAUUSD,compression_only,2.0,none,2023,6,20,-7.948164,-9.059636
XAUUSD,compression_only,2.0,none,2023,7,12,9.387128,-11.497553
XAUUSD,compression_only,2.0,none,2023,8,17,-7.749230,-12.367144
XAUUSD,compression_only,2.0,none,2023,9,14,4.489558,-7.519187
XAUUSD,compression_only,2.0,none,2023,10,26,17.747416,-7.416551
XAUUSD,compression_only,2.0,none,2023,11,22,10.404309,-7.274171
XAUUSD,compression_only,2.0,none,2023,12,22,12.430295,-15.884526
XAUUSD,compression_only,2.0,none,2024,1,26,-13.767555,-25.603332
XAUUSD,compression_only,2.0,none,2024,2,24,10.169554,-6.635836
XAUUSD,compression_only,2.0,none,2024,3,21,26.761875,-4.373914
XAUUSD,compression_only,2.0,none,2024,4,23,19.948354,-6.183442
XAUUSD,compression_only,2.0,none,2024,5,21,4.069718,-10.022175
XAUUSD,compression_only,2.0,none,2024,6,23,8.611800,2.791899
XAUUSD,compression_only,2.0,none,2024,7,21,-6.072459,-3.848964
XAUUSD,compression_only,2.0,none,2024,8,26,-0.457833,-16.603132
XAUUSD,compression_only,2.0,none,2024,9,19,3.752286,-8.732403
XAUUSD,compression_only,2.0,none,2024,10,17,1.185479,-26.661162
XAUUSD,compression_only,2.0,none,2024,11,19,12.613481,-11.111568
XAUUSD,compression_only,2.0,none,2024,12,17,0.219201,-15.284800
XAUUSD,compression_only,2.0,none,2025,1,20,-5.746270,-18.091375
XAUUSD,compression_only,2.0,none,2025,2,18,12.577854,-19.741274
XAUUSD,compression_only,2.0,none,2025,3,19,7.212029,-7.028715
XAUUSD,compression_only,2.0,none,2025,4,24,3.970058,-12.372903
XAUUSD,compression_only,2.0,none,2025,5,18,9.685412,-13.160404
XAUUSD,compression_only,2.0,none,2025,6,14,10.124732,-5.970933
XAUUSD,compression_only,2.0,none,2025,7,15,11.021217,0.667474
XAUUSD,compression_only,2.0,none,2025,8,20,-6.748939,-12.239143
XAUUSD,compression_only,2.0,none,2025,9,15,8.251691,-16.561120
XAUUSD,compression_only,2.0,none,2025,10,27,30.055653,-3.045468
XAUUSD,compression_only,2.0,none,2025,11,24,5.522398,-8.199375
XAUUSD,compression_only,2.0,none,2025,12,25,-4.809939,-14.678710
XAUUSD,compression_only,2.0,none,2026,1,16,-6.338464,-10.185478
XAUUSD,compression_only,2.0,none,2026,2,29,1.817963,2.537159
XAUUSD,compression_only,2.0,none,2026,3,29,18.621250,-4.972818
XAUUSD,compression_only,2.0,none,2026,4,20,15.621767,-9.759831
XAUUSD,compression_only,2.0,none,2026,5,19,-5.933414,-6.695439
XAUUSD,compression_only,2.0,none,2026,6,11,2.144518,-17.210376
XAUUSD,dedup_hybrid,1.5,none,2016,1,28,5.355506,-8.669483
XAUUSD,dedup_hybrid,1.5,none,2016,2,28,27.225943,-19.385886
XAUUSD,dedup_hybrid,1.5,none,2016,3,42,17.864885,-21.433968
XAUUSD,dedup_hybrid,1.5,none,2016,4,33,9.597480,-31.045257
XAUUSD,dedup_hybrid,1.5,none,2016,5,37,19.207075,-31.197853
XAUUSD,dedup_hybrid,1.5,none,2016,6,31,15.936895,-38.057121
XAUUSD,dedup_hybrid,1.5,none,2016,7,32,1.991889,-15.930480
XAUUSD,dedup_hybrid,1.5,none,2016,8,34,14.049012,-52.111788
XAUUSD,dedup_hybrid,1.5,none,2016,9,37,-32.157299,-23.830314
XAUUSD,dedup_hybrid,1.5,none,2016,10,35,5.824699,-42.042029
XAUUSD,dedup_hybrid,1.5,none,2016,11,35,8.105090,-9.260622
XAUUSD,dedup_hybrid,1.5,none,2016,12,39,4.277191,-31.067887
XAUUSD,dedup_hybrid,1.5,none,2017,1,31,-5.758224,-7.123201
XAUUSD,dedup_hybrid,1.5,none,2017,2,34,4.145214,-25.227823
XAUUSD,dedup_hybrid,1.5,none,2017,3,38,17.545756,-32.995783
XAUUSD,dedup_hybrid,1.5,none,2017,4,31,16.268968,-12.039258
XAUUSD,dedup_hybrid,1.5,none,2017,5,37,0.859099,-42.116865
XAUUSD,dedup_hybrid,1.5,none,2017,6,30,6.159828,-26.588403
XAUUSD,dedup_hybrid,1.5,none,2017,7,30,6.213876,-18.828913
XAUUSD,dedup_hybrid,1.5,none,2017,8,42,2.685095,-70.780877
XAUUSD,dedup_hybrid,1.5,none,2017,9,38,19.150924,-27.476634
XAUUSD,dedup_hybrid,1.5,none,2017,10,34,23.586715,-30.813700
XAUUSD,dedup_hybrid,1.5,none,2017,11,35,-2.465654,-38.058931
XAUUSD,dedup_hybrid,1.5,none,2017,12,31,5.910443,-24.395348
XAUUSD,dedup_hybrid,1.5,none,2018,1,30,25.779857,-21.689382
XAUUSD,dedup_hybrid,1.5,none,2018,2,30,9.868974,-17.939767
XAUUSD,dedup_hybrid,1.5,none,2018,3,37,9.952993,-25.744829
XAUUSD,dedup_hybrid,1.5,none,2018,4,29,3.560157,-25.578270
XAUUSD,dedup_hybrid,1.5,none,2018,5,32,13.071419,-30.381992
XAUUSD,dedup_hybrid,1.5,none,2018,6,27,5.208519,-17.821621
XAUUSD,dedup_hybrid,1.5,none,2018,7,35,2.955547,-32.873487
XAUUSD,dedup_hybrid,1.5,none,2018,8,30,16.701026,-22.634671
XAUUSD,dedup_hybrid,1.5,none,2018,9,29,10.127007,-24.942131
XAUUSD,dedup_hybrid,1.5,none,2018,10,35,5.261577,-16.552073
XAUUSD,dedup_hybrid,1.5,none,2018,11,34,-2.895037,-34.997699
XAUUSD,dedup_hybrid,1.5,none,2018,12,33,-3.273297,-17.839303
XAUUSD,dedup_hybrid,1.5,none,2019,1,31,-0.926337,-25.638321
XAUUSD,dedup_hybrid,1.5,none,2019,2,29,4.497810,-32.188335
XAUUSD,dedup_hybrid,1.5,none,2019,3,29,17.004973,-45.603821
XAUUSD,dedup_hybrid,1.5,none,2019,4,29,-7.424670,-24.454481
XAUUSD,dedup_hybrid,1.5,none,2019,5,33,-7.071601,-58.646364
XAUUSD,dedup_hybrid,1.5,none,2019,6,28,8.148737,-4.880495
XAUUSD,dedup_hybrid,1.5,none,2019,7,40,-1.214654,-32.145946
XAUUSD,dedup_hybrid,1.5,none,2019,8,36,13.321571,-38.183234
XAUUSD,dedup_hybrid,1.5,none,2019,9,34,13.101798,-13.147593
XAUUSD,dedup_hybrid,1.5,none,2019,10,39,10.646158,-21.754310
XAUUSD,dedup_hybrid,1.5,none,2019,11,34,-0.253312,-14.163540
XAUUSD,dedup_hybrid,1.5,none,2019,12,33,4.010185,-26.048200
XAUUSD,dedup_hybrid,1.5,none,2020,1,29,12.491234,-12.929600
XAUUSD,dedup_hybrid,1.5,none,2020,2,30,1.304950,-32.344939
XAUUSD,dedup_hybrid,1.5,none,2020,3,39,16.406545,-39.260778
XAUUSD,dedup_hybrid,1.5,none,2020,4,33,3.549842,-7.808400
XAUUSD,dedup_hybrid,1.5,none,2020,5,41,23.260238,-26.702156
XAUUSD,dedup_hybrid,1.5,none,2020,6,42,-9.505714,-22.892541
XAUUSD,dedup_hybrid,1.5,none,2020,7,39,10.513476,-25.449648
XAUUSD,dedup_hybrid,1.5,none,2020,8,33,12.287952,-3.435101
XAUUSD,dedup_hybrid,1.5,none,2020,9,33,3.315818,-12.564227
XAUUSD,dedup_hybrid,1.5,none,2020,10,33,1.886635,-27.026945
XAUUSD,dedup_hybrid,1.5,none,2020,11,31,15.359837,-25.625869
XAUUSD,dedup_hybrid,1.5,none,2020,12,35,-8.772466,-18.182976
XAUUSD,dedup_hybrid,1.5,none,2021,1,31,15.949881,-10.777345
XAUUSD,dedup_hybrid,1.5,none,2021,2,28,17.045674,-11.769919
XAUUSD,dedup_hybrid,1.5,none,2021,3,38,26.522928,-31.907173
XAUUSD,dedup_hybrid,1.5,none,2021,4,35,-3.361316,-30.581496
XAUUSD,dedup_hybrid,1.5,none,2021,5,33,8.667787,-28.056401
XAUUSD,dedup_hybrid,1.5,none,2021,6,31,-22.976872,-20.079112
XAUUSD,dedup_hybrid,1.5,none,2021,7,35,-2.861847,-40.259524
XAUUSD,dedup_hybrid,1.5,none,2021,8,31,3.566821,4.344673
XAUUSD,dedup_hybrid,1.5,none,2021,9,22,-3.549423,-15.181674
XAUUSD,dedup_hybrid,1.5,none,2021,10,25,3.272176,-7.359100
XAUUSD,dedup_hybrid,1.5,none,2021,11,37,14.680195,-30.101421
XAUUSD,dedup_hybrid,1.5,none,2021,12,41,-3.788699,-10.338774
XAUUSD,dedup_hybrid,1.5,none,2022,1,32,3.408255,-34.273933
XAUUSD,dedup_hybrid,1.5,none,2022,2,29,18.448349,1.317238
XAUUSD,dedup_hybrid,1.5,none,2022,3,37,24.037431,4.937202
XAUUSD,dedup_hybrid,1.5,none,2022,4,34,14.803811,-12.782068
XAUUSD,dedup_hybrid,1.5,none,2022,5,32,1.227659,-32.095080
XAUUSD,dedup_hybrid,1.5,none,2022,6,39,12.361979,-38.534416
XAUUSD,dedup_hybrid,1.5,none,2022,7,33,17.544659,-15.577705
XAUUSD,dedup_hybrid,1.5,none,2022,8,35,5.061728,-10.550596
XAUUSD,dedup_hybrid,1.5,none,2022,9,30,13.799018,-13.450391
XAUUSD,dedup_hybrid,1.5,none,2022,10,28,4.206959,-15.062279
XAUUSD,dedup_hybrid,1.5,none,2022,11,33,1.318075,-14.360316
XAUUSD,dedup_hybrid,1.5,none,2022,12,33,-5.423024,-10.036217
XAUUSD,dedup_hybrid,1.5,none,2023,1,27,5.776964,-9.603066
XAUUSD,dedup_hybrid,1.5,none,2023,2,34,14.157211,-37.075771
XAUUSD,dedup_hybrid,1.5,none,2023,3,35,14.961593,-24.217264
XAUUSD,dedup_hybrid,1.5,none,2023,4,22,18.656312,-11.455338
XAUUSD,dedup_hybrid,1.5,none,2023,5,32,8.236577,-18.159396
XAUUSD,dedup_hybrid,1.5,none,2023,6,28,4.216451,-17.424198
XAUUSD,dedup_hybrid,1.5,none,2023,7,27,12.066457,-35.258402
XAUUSD,dedup_hybrid,1.5,none,2023,8,36,-2.240889,-27.720162
XAUUSD,dedup_hybrid,1.5,none,2023,9,26,6.164274,-4.565726
XAUUSD,dedup_hybrid,1.5,none,2023,10,36,4.887302,-25.921650
XAUUSD,dedup_hybrid,1.5,none,2023,11,29,8.597181,-27.272220
XAUUSD,dedup_hybrid,1.5,none,2023,12,36,5.148549,-27.639322
XAUUSD,dedup_hybrid,1.5,none,2024,1,38,-1.963257,-37.434296
XAUUSD,dedup_hybrid,1.5,none,2024,2,26,3.707390,-11.420500
XAUUSD,dedup_hybrid,1.5,none,2024,3,28,22.294327,-23.468879
XAUUSD,dedup_hybrid,1.5,none,2024,4,37,21.983516,-26.367865
XAUUSD,dedup_hybrid,1.5,none,2024,5,26,9.964099,-7.235577
XAUUSD,dedup_hybrid,1.5,none,2024,6,24,6.042260,-4.119292
XAUUSD,dedup_hybrid,1.5,none,2024,7,38,0.064621,-15.047498
XAUUSD,dedup_hybrid,1.5,none,2024,8,38,24.341957,-7.688881
XAUUSD,dedup_hybrid,1.5,none,2024,9,26,8.892565,-4.414693
XAUUSD,dedup_hybrid,1.5,none,2024,10,31,0.621553,-20.707950
XAUUSD,dedup_hybrid,1.5,none,2024,11,28,9.655856,-16.284806
XAUUSD,dedup_hybrid,1.5,none,2024,12,30,-0.295772,-6.304003
XAUUSD,dedup_hybrid,1.5,none,2025,1,35,11.042680,-27.054904
XAUUSD,dedup_hybrid,1.5,none,2025,2,25,6.692220,-10.877578
XAUUSD,dedup_hybrid,1.5,none,2025,3,30,11.175241,-12.465965
XAUUSD,dedup_hybrid,1.5,none,2025,4,31,-2.488385,-3.364738
XAUUSD,dedup_hybrid,1.5,none,2025,5,30,20.430146,-6.297382
XAUUSD,dedup_hybrid,1.5,none,2025,6,29,15.089633,-26.873280
XAUUSD,dedup_hybrid,1.5,none,2025,7,30,-2.430507,-16.617687
XAUUSD,dedup_hybrid,1.5,none,2025,8,30,-2.728799,-16.263271
XAUUSD,dedup_hybrid,1.5,none,2025,9,24,11.419780,-9.314183
XAUUSD,dedup_hybrid,1.5,none,2025,10,31,24.282562,-12.517497
XAUUSD,dedup_hybrid,1.5,none,2025,11,33,5.106179,-20.854150
XAUUSD,dedup_hybrid,1.5,none,2025,12,32,-0.403571,0.041857
XAUUSD,dedup_hybrid,1.5,none,2026,1,22,-3.260394,2.241707
XAUUSD,dedup_hybrid,1.5,none,2026,2,35,-8.562106,-4.853742
XAUUSD,dedup_hybrid,1.5,none,2026,3,35,18.570280,-28.356988
XAUUSD,dedup_hybrid,1.5,none,2026,4,39,9.523374,-13.421535
XAUUSD,dedup_hybrid,1.5,none,2026,5,30,7.557000,-15.895029
XAUUSD,dedup_hybrid,1.5,none,2026,6,18,3.747398,0.693961
XAUUSD,dedup_hybrid,2.0,none,2016,1,28,14.191528,-1.333460
XAUUSD,dedup_hybrid,2.0,none,2016,2,28,32.170020,-17.253192
XAUUSD,dedup_hybrid,2.0,none,2016,3,42,18.496828,-27.254001
XAUUSD,dedup_hybrid,2.0,none,2016,4,33,18.138979,-26.503758
XAUUSD,dedup_hybrid,2.0,none,2016,5,37,27.875757,-24.697853
XAUUSD,dedup_hybrid,2.0,none,2016,6,31,26.436895,-32.057121
XAUUSD,dedup_hybrid,2.0,none,2016,7,32,-5.842368,-17.000796
XAUUSD,dedup_hybrid,2.0,none,2016,8,34,23.536730,-50.272937
XAUUSD,dedup_hybrid,2.0,none,2016,9,37,-23.657299,-15.830314
XAUUSD,dedup_hybrid,2.0,none,2016,10,35,3.421502,-40.705950
XAUUSD,dedup_hybrid,2.0,none,2016,11,35,12.271447,-11.094932
XAUUSD,dedup_hybrid,2.0,none,2016,12,39,14.549488,-24.524295
XAUUSD,dedup_hybrid,2.0,none,2017,1,31,-7.071940,-4.465617
XAUUSD,dedup_hybrid,2.0,none,2017,2,34,-8.123719,-25.846266
XAUUSD,dedup_hybrid,2.0,none,2017,3,38,16.714963,-34.453513
XAUUSD,dedup_hybrid,2.0,none,2017,4,31,15.155102,-17.433898
XAUUSD,dedup_hybrid,2.0,none,2017,5,37,6.577618,-42.333068
XAUUSD,dedup_hybrid,2.0,none,2017,6,30,4.854873,-27.959869
XAUUSD,dedup_hybrid,2.0,none,2017,7,30,8.773385,-17.079216
XAUUSD,dedup_hybrid,2.0,none,2017,8,42,11.547138,-66.483417
XAUUSD,dedup_hybrid,2.0,none,2017,9,38,19.527677,-24.062869
XAUUSD,dedup_hybrid,2.0,none,2017,10,34,9.285809,-41.305479
XAUUSD,dedup_hybrid,2.0,none,2017,11,35,-3.106816,-48.168853
XAUUSD,dedup_hybrid,2.0,none,2017,12,31,8.094471,-20.138023
XAUUSD,dedup_hybrid,2.0,none,2018,1,30,26.110913,-26.428213
XAUUSD,dedup_hybrid,2.0,none,2018,2,30,11.164741,-16.247479
XAUUSD,dedup_hybrid,2.0,none,2018,3,37,14.327917,-25.195751
XAUUSD,dedup_hybrid,2.0,none,2018,4,29,11.560157,-24.440739
XAUUSD,dedup_hybrid,2.0,none,2018,5,32,17.380560,-25.881992
XAUUSD,dedup_hybrid,2.0,none,2018,6,27,9.480166,-19.973844
XAUUSD,dedup_hybrid,2.0,none,2018,7,35,-2.924115,-38.551848
XAUUSD,dedup_hybrid,2.0,none,2018,8,30,24.468604,-19.768177
XAUUSD,dedup_hybrid,2.0,none,2018,9,29,17.112619,-19.442131
XAUUSD,dedup_hybrid,2.0,none,2018,10,35,14.540753,-12.570689
XAUUSD,dedup_hybrid,2.0,none,2018,11,34,-0.748054,-42.613449
XAUUSD,dedup_hybrid,2.0,none,2018,12,33,-1.433648,-15.382413
XAUUSD,dedup_hybrid,2.0,none,2019,1,31,1.612123,-24.847808
XAUUSD,dedup_hybrid,2.0,none,2019,2,29,4.314248,-32.282992
XAUUSD,dedup_hybrid,2.0,none,2019,3,29,24.746864,-41.603821
XAUUSD,dedup_hybrid,2.0,none,2019,4,29,-11.274943,-23.755039
XAUUSD,dedup_hybrid,2.0,none,2019,5,33,-1.599775,-59.174538
XAUUSD,dedup_hybrid,2.0,none,2019,6,28,9.273522,-2.680710
XAUUSD,dedup_hybrid,2.0,none,2019,7,40,-4.528107,-34.029119
XAUUSD,dedup_hybrid,2.0,none,2019,8,36,24.321571,-32.183234
XAUUSD,dedup_hybrid,2.0,none,2019,9,34,11.567907,-14.945953
XAUUSD,dedup_hybrid,2.0,none,2019,10,39,23.146158,-15.170488
XAUUSD,dedup_hybrid,2.0,none,2019,11,34,-6.283183,-18.461228
XAUUSD,dedup_hybrid,2.0,none,2019,12,33,8.877227,-19.771923
XAUUSD,dedup_hybrid,2.0,none,2020,1,29,14.666987,-10.579220
XAUUSD,dedup_hybrid,2.0,none,2020,2,30,6.225738,-32.634668
XAUUSD,dedup_hybrid,2.0,none,2020,3,39,7.463917,-41.639649
XAUUSD,dedup_hybrid,2.0,none,2020,4,33,2.503211,-10.277212
XAUUSD,dedup_hybrid,2.0,none,2020,5,41,30.362780,-24.747311
