symbol,strategy,rr,gate,year,month,n,net_r,random_net_r
XAGUSD,union_raw,1.5,le_0.15,2026,6,38,6.226620,-11.331090
XAGUSD,union_raw,1.5,none,2016,1,36,-23.113774,-58.926128
XAGUSD,union_raw,1.5,none,2016,2,44,-4.315874,-52.729747
XAGUSD,union_raw,1.5,none,2016,3,45,-26.973907,-53.055170
XAGUSD,union_raw,1.5,none,2016,4,37,-1.994233,-48.003875
XAGUSD,union_raw,1.5,none,2016,5,40,-4.445797,-44.657183
XAGUSD,union_raw,1.5,none,2016,6,39,-11.735255,-43.591228
XAGUSD,union_raw,1.5,none,2016,7,36,-12.846100,-35.312009
XAGUSD,union_raw,1.5,none,2016,8,49,-4.684579,-58.881894
XAGUSD,union_raw,1.5,none,2016,9,39,6.846739,-47.782137
XAGUSD,union_raw,1.5,none,2016,10,38,-11.183588,-48.744661
XAGUSD,union_raw,1.5,none,2016,11,39,-15.720529,-20.378069
XAGUSD,union_raw,1.5,none,2016,12,39,-7.679835,-27.437476
XAGUSD,union_raw,1.5,none,2017,1,46,-9.007170,-51.599549
XAGUSD,union_raw,1.5,none,2017,2,36,-22.098062,-49.244036
XAGUSD,union_raw,1.5,none,2017,3,50,-26.955127,-42.442408
XAGUSD,union_raw,1.5,none,2017,4,50,-32.519530,-80.065275
XAGUSD,union_raw,1.5,none,2017,5,48,-18.778644,-86.370445
XAGUSD,union_raw,1.5,none,2017,6,42,-42.241805,-84.085859
XAGUSD,union_raw,1.5,none,2017,7,39,-29.253491,-60.325630
XAGUSD,union_raw,1.5,none,2017,8,41,-35.166383,-101.243368
XAGUSD,union_raw,1.5,none,2017,9,48,-49.277137,-80.662312
XAGUSD,union_raw,1.5,none,2017,10,53,-34.200943,-88.123499
XAGUSD,union_raw,1.5,none,2017,11,50,-24.889279,-81.996345
XAGUSD,union_raw,1.5,none,2017,12,49,-36.975124,-93.453187
XAGUSD,union_raw,1.5,none,2018,1,44,-33.598397,-67.072825
XAGUSD,union_raw,1.5,none,2018,2,47,-16.723341,-60.841544
XAGUSD,union_raw,1.5,none,2018,3,48,-35.977779,-88.080261
XAGUSD,union_raw,1.5,none,2018,4,33,-34.620287,-70.110049
XAGUSD,union_raw,1.5,none,2018,5,50,-46.219980,-93.811424
XAGUSD,union_raw,1.5,none,2018,6,38,-34.337062,-68.142625
XAGUSD,union_raw,1.5,none,2018,7,40,-27.314384,-55.223935
XAGUSD,union_raw,1.5,none,2018,8,46,-21.777884,-74.420904
XAGUSD,union_raw,1.5,none,2018,9,33,-29.282204,-57.078003
XAGUSD,union_raw,1.5,none,2018,10,45,-29.965321,-60.170521
XAGUSD,union_raw,1.5,none,2018,11,49,-38.142399,-76.769000
XAGUSD,union_raw,1.5,none,2018,12,51,-48.147059,-82.299784
XAGUSD,union_raw,1.5,none,2019,1,40,-17.726097,-68.114891
XAGUSD,union_raw,1.5,none,2019,2,42,-32.448647,-59.511125
XAGUSD,union_raw,1.5,none,2019,3,36,-31.200504,-44.686213
XAGUSD,union_raw,1.5,none,2019,4,42,-43.338709,-77.881551
XAGUSD,union_raw,1.5,none,2019,5,42,-50.913215,-78.218012
XAGUSD,union_raw,1.5,none,2019,6,38,-32.375117,-56.047130
XAGUSD,union_raw,1.5,none,2019,7,50,-44.395813,-63.958401
XAGUSD,union_raw,1.5,none,2019,8,40,-11.323993,-57.129049
XAGUSD,union_raw,1.5,none,2019,9,54,8.151082,-32.828716
XAGUSD,union_raw,1.5,none,2019,10,46,-6.531451,-60.618555
XAGUSD,union_raw,1.5,none,2019,11,53,-33.076590,-74.791187
XAGUSD,union_raw,1.5,none,2019,12,33,-38.620784,-42.573671
XAGUSD,union_raw,1.5,none,2020,1,48,-15.138610,-63.402587
XAGUSD,union_raw,1.5,none,2020,2,37,-15.473471,-40.357982
XAGUSD,union_raw,1.5,none,2020,3,45,-24.166010,-50.148090
XAGUSD,union_raw,1.5,none,2020,4,44,-6.912804,-60.505374
XAGUSD,union_raw,1.5,none,2020,5,40,-15.197547,-30.655340
XAGUSD,union_raw,1.5,none,2020,6,47,-34.394432,-27.901966
XAGUSD,union_raw,1.5,none,2020,7,48,0.852314,-31.495404
XAGUSD,union_raw,1.5,none,2020,8,39,17.130069,-27.350163
XAGUSD,union_raw,1.5,none,2020,9,44,7.128649,-62.020217
XAGUSD,union_raw,1.5,none,2020,10,42,-13.298563,-21.254164
XAGUSD,union_raw,1.5,none,2020,11,44,-4.528467,-33.629326
XAGUSD,union_raw,1.5,none,2020,12,33,3.526498,-21.144826
XAGUSD,union_raw,1.5,none,2021,1,43,1.747532,-41.395737
XAGUSD,union_raw,1.5,none,2021,2,33,0.947800,-16.067978
XAGUSD,union_raw,1.5,none,2021,3,49,-10.844830,-57.134150
XAGUSD,union_raw,1.5,none,2021,4,41,-25.250216,-33.942352
XAGUSD,union_raw,1.5,none,2021,5,41,-11.007562,-52.953629
XAGUSD,union_raw,1.5,none,2021,6,34,-1.032461,-37.786676
XAGUSD,union_raw,1.5,none,2021,7,45,-22.787216,-64.673439
XAGUSD,union_raw,1.5,none,2021,8,36,-13.988987,-32.733471
XAGUSD,union_raw,1.5,none,2021,9,31,-11.394328,-27.406312
XAGUSD,union_raw,1.5,none,2021,10,31,-17.459714,-25.482068
XAGUSD,union_raw,1.5,none,2021,11,38,-9.524116,-39.500794
XAGUSD,union_raw,1.5,none,2021,12,38,-15.376870,-48.982201
XAGUSD,union_raw,1.5,none,2022,1,38,-5.680800,-30.583215
XAGUSD,union_raw,1.5,none,2022,2,41,-22.990995,-45.724644
XAGUSD,union_raw,1.5,none,2022,3,48,0.165634,-29.101118
XAGUSD,union_raw,1.5,none,2022,4,38,-4.697709,-36.460048
XAGUSD,union_raw,1.5,none,2022,5,47,-10.942788,-44.948620
XAGUSD,union_raw,1.5,none,2022,6,51,-11.778545,-56.307491
XAGUSD,union_raw,1.5,none,2022,7,33,-8.904868,-26.419494
XAGUSD,union_raw,1.5,none,2022,8,42,-17.067046,-47.633329
XAGUSD,union_raw,1.5,none,2022,9,47,1.313981,-25.362496
XAGUSD,union_raw,1.5,none,2022,10,32,-7.277924,-19.046515
XAGUSD,union_raw,1.5,none,2022,11,33,7.829277,-11.946361
XAGUSD,union_raw,1.5,none,2022,12,36,8.340898,-39.129354
XAGUSD,union_raw,1.5,none,2023,1,44,-4.813044,-21.348201
XAGUSD,union_raw,1.5,none,2023,2,46,-7.732184,-21.498085
XAGUSD,union_raw,1.5,none,2023,3,47,-11.614324,-24.289027
XAGUSD,union_raw,1.5,none,2023,4,38,-17.036061,-32.794525
XAGUSD,union_raw,1.5,none,2023,5,45,-2.894892,-46.274310
XAGUSD,union_raw,1.5,none,2023,6,39,-15.057408,-34.425394
XAGUSD,union_raw,1.5,none,2023,7,35,-11.648975,-25.127414
XAGUSD,union_raw,1.5,none,2023,8,40,-0.077957,-41.051634
XAGUSD,union_raw,1.5,none,2023,9,23,-5.727042,-24.649943
XAGUSD,union_raw,1.5,none,2023,10,44,2.009654,-30.801260
XAGUSD,union_raw,1.5,none,2023,11,44,-15.739390,-25.626067
XAGUSD,union_raw,1.5,none,2023,12,40,-18.590057,-37.594262
XAGUSD,union_raw,1.5,none,2024,1,49,-12.674117,-54.562118
XAGUSD,union_raw,1.5,none,2024,2,43,-9.060761,-41.285679
XAGUSD,union_raw,1.5,none,2024,3,38,-11.190645,-39.943949
XAGUSD,union_raw,1.5,none,2024,4,40,10.442898,-28.519615
XAGUSD,union_raw,1.5,none,2024,5,40,5.735469,-38.602188
XAGUSD,union_raw,1.5,none,2024,6,37,-5.827423,-34.268470
XAGUSD,union_raw,1.5,none,2024,7,46,-9.557408,-24.791270
XAGUSD,union_raw,1.5,none,2024,8,37,-9.284829,-39.425272
XAGUSD,union_raw,1.5,none,2024,9,40,-7.240184,-33.243262
XAGUSD,union_raw,1.5,none,2024,10,37,7.133952,-25.863673
XAGUSD,union_raw,1.5,none,2024,11,46,0.851133,-54.621521
XAGUSD,union_raw,1.5,none,2024,12,43,5.680553,-35.450537
XAGUSD,union_raw,1.5,none,2025,1,44,-3.807471,-30.938445
XAGUSD,union_raw,1.5,none,2025,2,41,-20.989450,-36.095310
XAGUSD,union_raw,1.5,none,2025,3,47,-5.093696,-41.165139
XAGUSD,union_raw,1.5,none,2025,4,42,-0.162540,-14.138431
XAGUSD,union_raw,1.5,none,2025,5,36,15.136352,-25.021779
XAGUSD,union_raw,1.5,none,2025,6,41,6.686086,-34.210800
XAGUSD,union_raw,1.5,none,2025,7,46,3.244784,-17.715278
XAGUSD,union_raw,1.5,none,2025,8,40,-2.866379,-31.141301
XAGUSD,union_raw,1.5,none,2025,9,41,-14.612552,-24.562886
XAGUSD,union_raw,1.5,none,2025,10,43,13.640412,-14.394447
XAGUSD,union_raw,1.5,none,2025,11,34,11.317628,-16.882493
XAGUSD,union_raw,1.5,none,2025,12,43,11.805812,-45.045282
XAGUSD,union_raw,1.5,none,2026,1,39,21.803782,-15.066670
XAGUSD,union_raw,1.5,none,2026,2,46,9.175964,-49.041643
XAGUSD,union_raw,1.5,none,2026,3,42,1.558016,-3.830022
XAGUSD,union_raw,1.5,none,2026,4,36,16.195803,-31.875041
XAGUSD,union_raw,1.5,none,2026,5,36,6.222639,-12.924131
XAGUSD,union_raw,1.5,none,2026,6,38,6.226620,-15.632714
XAGUSD,union_raw,2.0,le_0.10,2020,7,1,1.919989,-1.714245
XAGUSD,union_raw,2.0,le_0.10,2020,8,3,5.724757,1.584972
XAGUSD,union_raw,2.0,le_0.10,2020,9,1,1.909047,1.909047
XAGUSD,union_raw,2.0,le_0.10,2021,2,2,3.822207,-0.625362
XAGUSD,union_raw,2.0,le_0.10,2024,8,2,-2.452508,-2.452508
XAGUSD,union_raw,2.0,le_0.10,2024,9,1,1.912962,1.912962
XAGUSD,union_raw,2.0,le_0.10,2025,2,1,1.900780,1.900780
XAGUSD,union_raw,2.0,le_0.10,2025,4,1,1.900409,-2.031656
XAGUSD,union_raw,2.0,le_0.10,2025,10,6,-6.375000,-6.964079
XAGUSD,union_raw,2.0,le_0.10,2025,11,2,3.819548,-0.861303
XAGUSD,union_raw,2.0,le_0.10,2025,12,23,8.096712,-23.469015
XAGUSD,union_raw,2.0,le_0.10,2026,1,39,26.150910,-23.631648
XAGUSD,union_raw,2.0,le_0.10,2026,2,46,7.735532,-9.753061
XAGUSD,union_raw,2.0,le_0.10,2026,3,42,-0.359093,-24.216025
XAGUSD,union_raw,2.0,le_0.10,2026,4,35,13.882220,-22.355208
XAGUSD,union_raw,2.0,le_0.10,2026,5,33,0.228907,-6.960634
XAGUSD,union_raw,2.0,le_0.10,2026,6,35,4.485411,-12.803244
XAGUSD,union_raw,2.0,le_0.15,2016,7,1,0.828502,-1.369565
XAGUSD,union_raw,2.0,le_0.15,2016,11,1,-1.292718,-0.213232
XAGUSD,union_raw,2.0,le_0.15,2020,3,2,-1.518171,-1.518171
XAGUSD,union_raw,2.0,le_0.15,2020,7,2,2.799586,2.799586
XAGUSD,union_raw,2.0,le_0.15,2020,8,12,7.872093,-12.808618
XAGUSD,union_raw,2.0,le_0.15,2020,9,4,2.470074,2.816505
XAGUSD,union_raw,2.0,le_0.15,2020,10,4,-1.668957,-1.668957
XAGUSD,union_raw,2.0,le_0.15,2020,12,1,1.872958,1.872958
XAGUSD,union_raw,2.0,le_0.15,2021,1,1,1.872958,1.872958
XAGUSD,union_raw,2.0,le_0.15,2021,2,4,3.453741,-0.614993
XAGUSD,union_raw,2.0,le_0.15,2021,3,1,1.874327,1.874327
XAGUSD,union_raw,2.0,le_0.15,2021,5,2,0.545348,0.545348
XAGUSD,union_raw,2.0,le_0.15,2021,6,1,0.417481,-0.705398
XAGUSD,union_raw,2.0,le_0.15,2022,1,1,0.358603,0.358603
XAGUSD,union_raw,2.0,le_0.15,2022,3,2,3.752312,-0.938552
XAGUSD,union_raw,2.0,le_0.15,2022,6,2,0.553950,0.553950
XAGUSD,union_raw,2.0,le_0.15,2022,7,1,-1.195703,-0.212733
XAGUSD,union_raw,2.0,le_0.15,2022,12,1,-0.326076,-1.509873
XAGUSD,union_raw,2.0,le_0.15,2023,6,1,1.355914,-1.229955
XAGUSD,union_raw,2.0,le_0.15,2024,4,4,4.218356,-1.075825
XAGUSD,union_raw,2.0,le_0.15,2024,5,3,-1.136937,-1.075828
XAGUSD,union_raw,2.0,le_0.15,2024,6,4,0.936493,-1.658010
XAGUSD,union_raw,2.0,le_0.15,2024,7,4,-1.637650,0.239921
XAGUSD,union_raw,2.0,le_0.15,2024,8,4,-0.089329,-1.276102
XAGUSD,union_raw,2.0,le_0.15,2024,9,2,0.594034,-0.461837
XAGUSD,union_raw,2.0,le_0.15,2024,10,5,1.245712,-0.951430
XAGUSD,union_raw,2.0,le_0.15,2024,11,2,0.017708,-1.793593
XAGUSD,union_raw,2.0,le_0.15,2025,2,1,1.900780,1.900780
XAGUSD,union_raw,2.0,le_0.15,2025,4,6,4.932522,-9.893446
XAGUSD,union_raw,2.0,le_0.15,2025,5,2,-2.494162,0.217089
XAGUSD,union_raw,2.0,le_0.15,2025,7,3,4.383537,-2.252090
XAGUSD,union_raw,2.0,le_0.15,2025,9,5,0.591481,1.254490
XAGUSD,union_raw,2.0,le_0.15,2025,10,27,5.410254,2.173677
XAGUSD,union_raw,2.0,le_0.15,2025,11,22,6.509217,1.341961
XAGUSD,union_raw,2.0,le_0.15,2025,12,43,14.365068,-34.322698
XAGUSD,union_raw,2.0,le_0.15,2026,1,39,26.150910,-26.346710
XAGUSD,union_raw,2.0,le_0.15,2026,2,46,7.735532,-48.742992
XAGUSD,union_raw,2.0,le_0.15,2026,3,42,-0.359093,-20.652633
XAGUSD,union_raw,2.0,le_0.15,2026,4,36,15.771042,-31.901551
XAGUSD,union_raw,2.0,le_0.15,2026,5,36,2.020775,-28.531346
XAGUSD,union_raw,2.0,le_0.15,2026,6,38,3.088255,-8.075476
XAGUSD,union_raw,2.0,none,2016,1,36,-23.118008,-64.217407
XAGUSD,union_raw,2.0,none,2016,2,44,-5.242391,-55.274079
XAGUSD,union_raw,2.0,none,2016,3,45,-28.788548,-57.795809
XAGUSD,union_raw,2.0,none,2016,4,37,4.633991,-46.217130
XAGUSD,union_raw,2.0,none,2016,5,40,0.561425,-41.732557
XAGUSD,union_raw,2.0,none,2016,6,39,-6.783319,-46.371322
XAGUSD,union_raw,2.0,none,2016,7,36,-7.060386,-40.070626
XAGUSD,union_raw,2.0,none,2016,8,49,3.540241,-55.842682
XAGUSD,union_raw,2.0,none,2016,9,39,7.985983,-53.412206
XAGUSD,union_raw,2.0,none,2016,10,38,-19.595909,-52.228461
XAGUSD,union_raw,2.0,none,2016,11,39,-16.114887,-24.585364
XAGUSD,union_raw,2.0,none,2016,12,39,-13.258851,-36.423389
XAGUSD,union_raw,2.0,none,2017,1,46,-10.414429,-60.079253
XAGUSD,union_raw,2.0,none,2017,2,36,-21.006565,-45.946547
XAGUSD,union_raw,2.0,none,2017,3,50,-31.522670,-48.108844
XAGUSD,union_raw,2.0,none,2017,4,50,-33.756864,-77.278153
XAGUSD,union_raw,2.0,none,2017,5,48,-13.775521,-83.486742
XAGUSD,union_raw,2.0,none,2017,6,42,-52.613618,-88.664834
XAGUSD,union_raw,2.0,none,2017,7,39,-37.069395,-69.738413
XAGUSD,union_raw,2.0,none,2017,8,41,-26.749125,-101.740271
XAGUSD,union_raw,2.0,none,2017,9,48,-53.927469,-86.979308
XAGUSD,union_raw,2.0,none,2017,10,53,-40.746354,-89.218771
XAGUSD,union_raw,2.0,none,2017,11,50,-16.759716,-79.866782
XAGUSD,union_raw,2.0,none,2017,12,49,-37.453518,-96.946522
XAGUSD,union_raw,2.0,none,2018,1,44,-30.538701,-70.041065
XAGUSD,union_raw,2.0,none,2018,2,47,-28.466369,-67.788926
XAGUSD,union_raw,2.0,none,2018,3,48,-33.402041,-93.509369
XAGUSD,union_raw,2.0,none,2018,4,33,-28.154133,-64.610049
XAGUSD,union_raw,2.0,none,2018,5,50,-45.263868,-85.811424
XAGUSD,union_raw,2.0,none,2018,6,38,-45.256897,-73.733815
XAGUSD,union_raw,2.0,none,2018,7,40,-27.080443,-53.847269
XAGUSD,union_raw,2.0,none,2018,8,46,-15.472392,-72.602254
XAGUSD,union_raw,2.0,none,2018,9,33,-24.619043,-56.014973
XAGUSD,union_raw,2.0,none,2018,10,45,-28.151795,-61.793302
XAGUSD,union_raw,2.0,none,2018,11,49,-43.236807,-74.215662
XAGUSD,union_raw,2.0,none,2018,12,51,-37.387731,-85.909153
XAGUSD,union_raw,2.0,none,2019,1,40,-20.351124,-76.373193
XAGUSD,union_raw,2.0,none,2019,2,42,-31.552671,-51.666302
XAGUSD,union_raw,2.0,none,2019,3,36,-25.392559,-40.378268
XAGUSD,union_raw,2.0,none,2019,4,42,-42.355178,-81.140341
XAGUSD,union_raw,2.0,none,2019,5,42,-46.682316,-77.778010
XAGUSD,union_raw,2.0,none,2019,6,38,-25.915658,-50.047130
XAGUSD,union_raw,2.0,none,2019,7,50,-36.335296,-65.412064
XAGUSD,union_raw,2.0,none,2019,8,40,-13.615496,-63.454741
XAGUSD,union_raw,2.0,none,2019,9,54,15.398983,-27.233441
XAGUSD,union_raw,2.0,none,2019,10,46,2.719197,-52.388391
XAGUSD,union_raw,2.0,none,2019,11,53,-37.097231,-77.704965
XAGUSD,union_raw,2.0,none,2019,12,33,-42.055691,-46.683199
XAGUSD,union_raw,2.0,none,2020,1,48,-14.474017,-62.817203
XAGUSD,union_raw,2.0,none,2020,2,37,-25.773974,-46.231830
XAGUSD,union_raw,2.0,none,2020,3,45,-29.124486,-48.768822
XAGUSD,union_raw,2.0,none,2020,4,44,-10.240969,-60.469270
XAGUSD,union_raw,2.0,none,2020,5,40,-17.695622,-29.037112
XAGUSD,union_raw,2.0,none,2020,6,47,-42.051321,-33.731897
XAGUSD,union_raw,2.0,none,2020,7,48,3.437753,-33.173912
XAGUSD,union_raw,2.0,none,2020,8,39,16.894593,-27.560413
XAGUSD,union_raw,2.0,none,2020,9,44,1.483391,-65.919187
XAGUSD,union_raw,2.0,none,2020,10,42,-8.326881,-16.874570
XAGUSD,union_raw,2.0,none,2020,11,44,-9.637299,-33.199366
XAGUSD,union_raw,2.0,none,2020,12,33,1.269157,-24.336947
XAGUSD,union_raw,2.0,none,2021,1,43,0.665854,-48.175782
XAGUSD,union_raw,2.0,none,2021,2,33,6.058376,-12.750850
XAGUSD,union_raw,2.0,none,2021,3,49,-9.781140,-59.285755
XAGUSD,union_raw,2.0,none,2021,4,41,-28.695186,-38.692359
XAGUSD,union_raw,2.0,none,2021,5,41,-4.705851,-49.164696
XAGUSD,union_raw,2.0,none,2021,6,34,0.730221,-33.574033
XAGUSD,union_raw,2.0,none,2021,7,45,-33.830261,-71.086493
XAGUSD,union_raw,2.0,none,2021,8,36,-11.076900,-29.261803
XAGUSD,union_raw,2.0,none,2021,9,31,-5.281349,-27.126533
XAGUSD,union_raw,2.0,none,2021,10,31,-16.884885,-26.493149
XAGUSD,union_raw,2.0,none,2021,11,38,-16.310776,-37.676749
XAGUSD,union_raw,2.0,none,2021,12,38,-21.780015,-50.037672
XAGUSD,union_raw,2.0,none,2022,1,38,-9.161197,-27.535362
XAGUSD,union_raw,2.0,none,2022,2,41,-24.409724,-46.528056
XAGUSD,union_raw,2.0,none,2022,3,48,2.584885,-26.764696
XAGUSD,union_raw,2.0,none,2022,4,38,-4.703375,-36.646657
XAGUSD,union_raw,2.0,none,2022,5,47,-5.126064,-41.068990
XAGUSD,union_raw,2.0,none,2022,6,51,-13.096956,-56.433550
XAGUSD,union_raw,2.0,none,2022,7,33,-6.925673,-24.719247
XAGUSD,union_raw,2.0,none,2022,8,42,-25.656161,-56.865126
XAGUSD,union_raw,2.0,none,2022,9,47,-4.670798,-28.909179
XAGUSD,union_raw,2.0,none,2022,10,32,-7.034016,-19.233191
XAGUSD,union_raw,2.0,none,2022,11,33,11.447196,-14.923081
XAGUSD,union_raw,2.0,none,2022,12,36,9.495342,-43.868047
XAGUSD,union_raw,2.0,none,2023,1,44,-4.919290,-19.459989
XAGUSD,union_raw,2.0,none,2023,2,46,-12.221015,-25.363617
XAGUSD,union_raw,2.0,none,2023,3,47,-33.505303,-41.307363
XAGUSD,union_raw,2.0,none,2023,4,38,-16.582536,-34.416289
XAGUSD,union_raw,2.0,none,2023,5,45,-11.878717,-45.754086
XAGUSD,union_raw,2.0,none,2023,6,39,-22.216113,-38.480881
XAGUSD,union_raw,2.0,none,2023,7,35,-17.552541,-27.802618
XAGUSD,union_raw,2.0,none,2023,8,40,1.680356,-44.082254
XAGUSD,union_raw,2.0,none,2023,9,23,-3.212125,-20.649943
XAGUSD,union_raw,2.0,none,2023,10,44,7.701057,-26.149495
XAGUSD,union_raw,2.0,none,2023,11,44,-6.536177,-16.084971
XAGUSD,union_raw,2.0,none,2023,12,40,-17.851639,-50.207414
XAGUSD,union_raw,2.0,none,2024,1,49,-18.480681,-51.189113
XAGUSD,union_raw,2.0,none,2024,2,43,-13.824792,-41.645532
XAGUSD,union_raw,2.0,none,2024,3,38,-2.190645,-33.943949
XAGUSD,union_raw,2.0,none,2024,4,40,1.031414,-32.080854
XAGUSD,union_raw,2.0,none,2024,5,40,5.389952,-40.202826
XAGUSD,union_raw,2.0,none,2024,6,37,-9.905650,-41.892661
XAGUSD,union_raw,2.0,none,2024,7,46,-9.325948,-29.933389
XAGUSD,union_raw,2.0,none,2024,8,37,-7.397209,-39.760708
XAGUSD,union_raw,2.0,none,2024,9,40,1.547188,-31.030194
XAGUSD,union_raw,2.0,none,2024,10,37,13.093518,-23.404106
XAGUSD,union_raw,2.0,none,2024,11,46,5.128056,-55.205984
XAGUSD,union_raw,2.0,none,2024,12,43,8.882070,-34.681166
XAGUSD,union_raw,2.0,none,2025,1,44,-12.815158,-39.336955
XAGUSD,union_raw,2.0,none,2025,2,41,-27.816687,-42.063193
XAGUSD,union_raw,2.0,none,2025,3,47,3.365890,-44.997592
XAGUSD,union_raw,2.0,none,2025,4,42,-0.392262,-12.572674
XAGUSD,union_raw,2.0,none,2025,5,36,12.698465,-21.452753
XAGUSD,union_raw,2.0,none,2025,6,41,10.839173,-32.642454
XAGUSD,union_raw,2.0,none,2025,7,46,8.873695,-15.321388
XAGUSD,union_raw,2.0,none,2025,8,40,-0.194418,-30.337337
XAGUSD,union_raw,2.0,none,2025,9,41,-5.612552,-17.447338
XAGUSD,union_raw,2.0,none,2025,10,43,19.277042,-7.592770
XAGUSD,union_raw,2.0,none,2025,11,34,5.991768,-22.055398
XAGUSD,union_raw,2.0,none,2025,12,43,14.365068,-43.931657
XAGUSD,union_raw,2.0,none,2026,1,39,26.150910,-17.946370
XAGUSD,union_raw,2.0,none,2026,2,46,7.735532,-55.369470
XAGUSD,union_raw,2.0,none,2026,3,42,-0.359093,-7.074263
XAGUSD,union_raw,2.0,none,2026,4,36,15.771042,-28.916061
XAGUSD,union_raw,2.0,none,2026,5,36,2.020775,-7.938744
XAGUSD,union_raw,2.0,none,2026,6,38,3.088255,-21.914011
XAUUSD,compression_only,1.5,none,2016,1,19,8.441683,-3.310067
XAUUSD,compression_only,1.5,none,2016,2,25,26.558295,-20.688860
XAUUSD,compression_only,1.5,none,2016,3,30,1.937193,-16.316724
XAUUSD,compression_only,1.5,none,2016,4,22,7.242115,-5.331624
XAUUSD,compression_only,1.5,none,2016,5,23,10.378009,-16.470897
XAUUSD,compression_only,1.5,none,2016,6,27,12.485403,-37.497174
XAUUSD,compression_only,1.5,none,2016,7,21,-2.077946,-3.509954
XAUUSD,compression_only,1.5,none,2016,8,26,8.784771,-23.307517
XAUUSD,compression_only,1.5,none,2016,9,25,-29.210404,-24.447789
XAUUSD,compression_only,1.5,none,2016,10,24,2.981657,-27.194626
XAUUSD,compression_only,1.5,none,2016,11,25,0.993153,-23.855750
XAUUSD,compression_only,1.5,none,2016,12,23,-4.721111,-12.933690
XAUUSD,compression_only,1.5,none,2017,1,24,-5.441931,-28.740723
XAUUSD,compression_only,1.5,none,2017,2,32,14.372958,-20.828611
XAUUSD,compression_only,1.5,none,2017,3,29,-10.095917,-35.528963
XAUUSD,compression_only,1.5,none,2017,4,25,12.568321,-7.619640
XAUUSD,compression_only,1.5,none,2017,5,26,-3.421747,-32.370781
XAUUSD,compression_only,1.5,none,2017,6,25,3.770268,-44.886699
XAUUSD,compression_only,1.5,none,2017,7,22,11.413363,-4.413932
XAUUSD,compression_only,1.5,none,2017,8,24,15.850341,-46.824975
XAUUSD,compression_only,1.5,none,2017,9,25,5.572637,-16.617607
XAUUSD,compression_only,1.5,none,2017,10,29,14.970003,-18.345977
XAUUSD,compression_only,1.5,none,2017,11,25,6.108803,-35.691375
XAUUSD,compression_only,1.5,none,2017,12,26,2.550666,-9.087532
XAUUSD,compression_only,1.5,none,2018,1,26,18.749276,-10.983408
XAUUSD,compression_only,1.5,none,2018,2,22,14.301079,-25.047455
XAUUSD,compression_only,1.5,none,2018,3,31,16.826558,-23.711113
XAUUSD,compression_only,1.5,none,2018,4,21,2.827737,-19.227915
XAUUSD,compression_only,1.5,none,2018,5,22,-4.335762,-19.326043
XAUUSD,compression_only,1.5,none,2018,6,18,8.505357,-31.823229
XAUUSD,compression_only,1.5,none,2018,7,25,-5.225664,-1.975551
XAUUSD,compression_only,1.5,none,2018,8,21,13.729509,-26.517231
XAUUSD,compression_only,1.5,none,2018,9,21,8.802684,-18.265576
XAUUSD,compression_only,1.5,none,2018,10,24,6.534224,-18.150479
XAUUSD,compression_only,1.5,none,2018,11,29,-2.305982,-21.866127
XAUUSD,compression_only,1.5,none,2018,12,28,1.112911,-18.287855
XAUUSD,compression_only,1.5,none,2019,1,22,-1.091952,-19.755033
XAUUSD,compression_only,1.5,none,2019,2,29,5.710042,-33.920418
XAUUSD,compression_only,1.5,none,2019,3,27,9.503592,-33.581927
XAUUSD,compression_only,1.5,none,2019,4,22,-4.408514,-28.398461
XAUUSD,compression_only,1.5,none,2019,5,20,-3.112550,-17.276425
XAUUSD,compression_only,1.5,none,2019,6,17,4.107732,4.009452
XAUUSD,compression_only,1.5,none,2019,7,29,-3.359453,-23.076917
XAUUSD,compression_only,1.5,none,2019,8,23,10.607537,-18.622270
XAUUSD,compression_only,1.5,none,2019,9,28,12.125563,-26.129001
XAUUSD,compression_only,1.5,none,2019,10,30,8.567882,-29.438245
XAUUSD,compression_only,1.5,none,2019,11,27,-19.901247,-6.424438
XAUUSD,compression_only,1.5,none,2019,12,26,4.521225,-12.430487
XAUUSD,compression_only,1.5,none,2020,1,22,10.408085,-17.449219
XAUUSD,compression_only,1.5,none,2020,2,22,3.910024,-9.373764
XAUUSD,compression_only,1.5,none,2020,3,36,16.643448,-42.883990
XAUUSD,compression_only,1.5,none,2020,4,25,9.673579,-26.484606
XAUUSD,compression_only,1.5,none,2020,5,23,16.647677,-2.159005
XAUUSD,compression_only,1.5,none,2020,6,28,3.309942,-14.167641
XAUUSD,compression_only,1.5,none,2020,7,24,3.266977,-7.580678
XAUUSD,compression_only,1.5,none,2020,8,22,6.364946,-22.823100
XAUUSD,compression_only,1.5,none,2020,9,26,12.637808,0.582170
XAUUSD,compression_only,1.5,none,2020,10,20,0.583309,-6.955717
XAUUSD,compression_only,1.5,none,2020,11,21,6.710949,-25.862826
XAUUSD,compression_only,1.5,none,2020,12,23,3.056739,-23.951155
XAUUSD,compression_only,1.5,none,2021,1,20,15.947112,-4.577754
XAUUSD,compression_only,1.5,none,2021,2,19,6.423825,-16.702324
XAUUSD,compression_only,1.5,none,2021,3,26,10.129763,-10.417562
XAUUSD,compression_only,1.5,none,2021,4,22,-8.669559,-11.057946
XAUUSD,compression_only,1.5,none,2021,5,18,4.492324,-20.038300
